benchmark,duration_ns,uptime_ns,vm_start_unix_ms
par-mnemonics,6501622692,124990355472,1621704319359
par-mnemonics,6309168193,131937127720,1621704319359
par-mnemonics,6255510606,138705006452,1621704319359
par-mnemonics,6278712398,145390843799,1621704319359
par-mnemonics,6398047290,152078373578,1621704319359
par-mnemonics,6156778575,158961988292,1621704319359
par-mnemonics,6296793625,165523933828,1621704319359
par-mnemonics,6555134541,172294539436,1621704319359
par-mnemonics,6326040610,179331972424,1621704319359
par-mnemonics,6246042500,186143920692,1621704319359
par-mnemonics,6274219180,192806567985,1621704319359
par-mnemonics,6322664531,199572727623,1621704319359
par-mnemonics,6219463165,206344366939,1621704319359
par-mnemonics,6260865617,213024228333,1621704319359
par-mnemonics,6393192716,219737105828,1621704319359
par-mnemonics,6406145175,226556238209,1621704319359
scrabble,1611738356,234483077851,1621704319359
scrabble,1158310868,236290985962,1621704319359
scrabble,1120346346,237583685498,1621704319359
scrabble,1110786082,238830362226,1621704319359
scrabble,1129387464,240064931475,1621704319359
scrabble,1131500855,241322388617,1621704319359
scrabble,1098130634,242576415539,1621704319359
scrabble,1116191621,243799643050,1621704319359
scrabble,1149862283,245041136754,1621704319359
scrabble,1124254112,246313815946,1621704319359
scrabble,1109177663,247559040411,1621704319359
scrabble,1110902866,248788113134,1621704319359
scrabble,1109876847,250020437281,1621704319359
scrabble,1162482562,251261004760,1621704319359
scrabble,1153193469,252549857417,1621704319359
scrabble,1154448012,253825054318,1621704319359
scrabble,1121655334,255101282106,1621704319359
scrabble,1186499588,256349473836,1621704319359
scrabble,1181649065,257659093720,1621704319359
scrabble,1112344441,258966458632,1621704319359
scrabble,1121670349,260201526123,1621704319359
scrabble,1110863663,261452433498,1621704319359
scrabble,1166570175,262692606822,1621704319359
scrabble,1335131232,263983885608,1621704319359
scrabble,1069619266,265444448119,1621704319359
scrabble,1086891714,266622273631,1621704319359
scrabble,1100514001,267824149996,1621704319359
scrabble,1171115589,269034154154,1621704319359
scrabble,1138346035,270335414418,1621704319359
scrabble,1115359217,271638449330,1621704319359
scrabble,1132207091,272882873564,1621704319359
scrabble,1153969119,274142360485,1621704319359
scrabble,1257716931,275421937850,1621704319359
scrabble,1202368722,276806589578,1621704319359
scrabble,1206644571,278132478877,1621704319359
scrabble,1234181677,279461993910,1621704319359
scrabble,1212286093,280823049826,1621704319359
scrabble,1222700257,282165441024,1621704319359
scrabble,1225901478,283512776950,1621704319359
scrabble,1240212717,284863914577,1621704319359
scrabble,1284479374,286228972705,1621704319359
scrabble,1213092475,287638290756,1621704319359
scrabble,1250770779,289000147109,1621704319359
scrabble,1239360445,290385988844,1621704319359
scrabble,1220035743,291750037285,1621704319359
scrabble,1240784833,293098710746,1621704319359
scrabble,1226712903,294485368337,1621704319359
scrabble,1239626683,295840194546,1621704319359
scrabble,1304321538,297202449583,1621704319359
scrabble,1368133233,298636431997,1621704319359
mnemonics,6260841959,1222943067,1621704319359
mnemonics,7363171583,8058610891,1621704319359
mnemonics,7301090969,15839066135,1621704319359
mnemonics,7324790237,23548094558,1621704319359
mnemonics,7367048044,31279096384,1621704319359
mnemonics,7340400278,39045743726,1621704319359
mnemonics,7370548452,46767429188,1621704319359
mnemonics,7303595705,54543631792,1621704319359
mnemonics,7373713620,62244579083,1621704319359
mnemonics,7377785367,70056454180,1621704319359
mnemonics,7349994907,77830697566,1621704319359
mnemonics,7420390751,85644668031,1621704319359
mnemonics,7490248413,93505281455,1621704319359
mnemonics,7376046687,101415096660,1621704319359
mnemonics,7348877533,109189486391,1621704319359
mnemonics,7430057952,117026419648,1621704319359
