Owner;Name;Type;Final;Array;Access
java.lang.Character;DIRECTIONALITY_RIGHT_TO_LEFT_OVERRIDE;byte;TRUE;FALSE;public
java.lang.Character;CONNECTOR_PUNCTUATION;byte;TRUE;FALSE;public
java.lang.Character;serialVersionUID;long;TRUE;FALSE;private
java.lang.Character;MIN_RADIX;int;TRUE;FALSE;public
java.lang.Character;SURROGATE;byte;TRUE;FALSE;public
java.lang.Character;DIRECTIONALITY_LEFT_TO_RIGHT;byte;TRUE;FALSE;public
java.lang.Character;MODIFIER_LETTER;byte;TRUE;FALSE;public
java.lang.Character;DECIMAL_DIGIT_NUMBER;byte;TRUE;FALSE;public
java.lang.Character;START_PUNCTUATION;byte;TRUE;FALSE;public
java.lang.Character;DIRECTIONALITY_LEFT_TO_RIGHT_EMBEDDING;byte;TRUE;FALSE;public
java.lang.Character;DIRECTIONALITY_COMMON_NUMBER_SEPARATOR;byte;TRUE;FALSE;public
java.lang.Character;LOWERCASE_LETTER;byte;TRUE;FALSE;public
java.lang.Character;SIZE;int;TRUE;FALSE;public
java.lang.Character;NON_SPACING_MARK;byte;TRUE;FALSE;public
java.lang.Character;DIRECTIONALITY_ARABIC_NUMBER;byte;TRUE;FALSE;public
java.lang.Character;OTHER_NUMBER;byte;TRUE;FALSE;public
java.lang.Character;DIRECTIONALITY_RIGHT_TO_LEFT_ISOLATE;byte;TRUE;FALSE;public
java.lang.Character;MAX_RADIX;int;TRUE;FALSE;public
java.lang.Character;SPACE_SEPARATOR;byte;TRUE;FALSE;public
java.lang.Character;MAX_LOW_SURROGATE;char;TRUE;FALSE;public
java.lang.Character;CONTROL;byte;TRUE;FALSE;public
java.lang.Character;MIN_LOW_SURROGATE;char;TRUE;FALSE;public
java.lang.Character;END_PUNCTUATION;byte;TRUE;FALSE;public
java.lang.Character;ERROR;int;TRUE;FALSE;package
java.lang.Class;serialVersionUID;long;TRUE;FALSE;private
java.lang.Class;ANNOTATION;int;TRUE;FALSE;private
java.lang.Class;SYNTHETIC;int;TRUE;FALSE;private
java.lang.Class;ENUM;int;TRUE;FALSE;private
java.lang.Class.Atomic;annotationDataOffset;long;TRUE;FALSE;private
java.lang.Class.Atomic;reflectionDataOffset;long;TRUE;FALSE;private
java.lang.Class.Atomic;annotationTypeOffset;long;TRUE;FALSE;private
java.lang.ClassCastException;serialVersionUID;long;TRUE;FALSE;private
java.lang.ClassNotFoundException;serialVersionUID;long;TRUE;FALSE;private
java.lang.Double;BYTES;int;TRUE;FALSE;public
java.lang.Double;MIN_VALUE;double;TRUE;FALSE;public
java.lang.Double;serialVersionUID;long;TRUE;FALSE;private
java.lang.Double;MIN_NORMAL;double;TRUE;FALSE;public
java.lang.Double;NaN;double;TRUE;FALSE;public
java.lang.Double;MAX_VALUE;double;TRUE;FALSE;public
java.lang.Double;NEGATIVE_INFINITY;double;TRUE;FALSE;public
java.lang.Double;SIZE;int;TRUE;FALSE;public
java.lang.Double;MIN_EXPONENT;int;TRUE;FALSE;public
java.lang.Double;MAX_EXPONENT;int;TRUE;FALSE;public
java.lang.Double;POSITIVE_INFINITY;double;TRUE;FALSE;public
java.lang.Error;serialVersionUID;long;TRUE;FALSE;package
java.lang.Exception;serialVersionUID;long;TRUE;FALSE;package
java.lang.Float;MIN_VALUE;float;TRUE;FALSE;public
java.lang.Float;serialVersionUID;long;TRUE;FALSE;private
java.lang.Float;MIN_NORMAL;float;TRUE;FALSE;public
java.lang.Float;MAX_VALUE;float;TRUE;FALSE;public
java.lang.Float;BYTES;int;TRUE;FALSE;public
java.lang.Float;SIZE;int;TRUE;FALSE;public
java.lang.Float;MAX_EXPONENT;int;TRUE;FALSE;public
java.lang.Float;NaN;float;TRUE;FALSE;public
java.lang.Float;NEGATIVE_INFINITY;float;TRUE;FALSE;public
java.lang.Float;POSITIVE_INFINITY;float;TRUE;FALSE;public
java.lang.Float;MIN_EXPONENT;int;TRUE;FALSE;public
java.lang.IllegalArgumentException;serialVersionUID;long;TRUE;FALSE;private
java.lang.IllegalMonitorStateException;serialVersionUID;long;TRUE;FALSE;private
java.lang.Integer;MAX_VALUE;int;TRUE;FALSE;public
java.lang.Integer;MIN_VALUE;int;TRUE;FALSE;public
java.lang.Integer;SIZE;int;TRUE;FALSE;public
java.lang.Integer;BYTES;int;TRUE;FALSE;public
java.lang.Integer;serialVersionUID;long;TRUE;FALSE;private
java.lang.Integer.IntegerCache;low;int;TRUE;FALSE;package
java.lang.Integer.IntegerCache;high;int;TRUE;FALSE;package
java.lang.invoke.CallSite;TARGET_OFFSET;long;FALSE;FALSE;private
java.lang.invoke.DirectMethodHandle;FT_CHECKED_REF;int;TRUE;FALSE;package
java.lang.invoke.DirectMethodHandle;FT_UNCHECKED_REF;int;TRUE;FALSE;package
java.lang.invoke.DirectMethodHandle;FT_LAST_WRAPPER;int;TRUE;FALSE;package
java.lang.invoke.DirectMethodHandle;NF_LIMIT;byte;TRUE;FALSE;package
java.lang.invoke.DirectMethodHandle;AF_PUTFIELD;byte;TRUE;FALSE;package
java.lang.invoke.DirectMethodHandle;NF_staticOffset;byte;TRUE;FALSE;package
java.lang.invoke.DirectMethodHandle;AF_GETFIELD;byte;TRUE;FALSE;package
java.lang.invoke.DirectMethodHandle;AF_PUTSTATIC_INIT;byte;TRUE;FALSE;package
java.lang.invoke.DirectMethodHandle;NF_internalMemberNameEnsureInit;byte;TRUE;FALSE;package
java.lang.invoke.DirectMethodHandle;FT_LIMIT;int;TRUE;FALSE;package
java.lang.invoke.DirectMethodHandle;NF_UNSAFE;byte;TRUE;FALSE;package
java.lang.invoke.DirectMethodHandle;NF_ensureInitialized;byte;TRUE;FALSE;package
java.lang.invoke.DirectMethodHandle;NF_allocateInstance;byte;TRUE;FALSE;package
java.lang.invoke.DirectMethodHandle;NF_staticBase;byte;TRUE;FALSE;package
java.lang.invoke.DirectMethodHandle;NF_constructorMethod;byte;TRUE;FALSE;package
java.lang.invoke.DirectMethodHandle;AF_GETSTATIC;byte;TRUE;FALSE;package
java.lang.invoke.DirectMethodHandle;NF_checkBase;byte;TRUE;FALSE;package
java.lang.invoke.DirectMethodHandle;AF_GETSTATIC_INIT;byte;TRUE;FALSE;package
java.lang.invoke.DirectMethodHandle;AF_LIMIT;byte;TRUE;FALSE;package
java.lang.invoke.DirectMethodHandle;NF_checkReceiver;byte;TRUE;FALSE;package
java.lang.invoke.DirectMethodHandle;AF_PUTSTATIC;byte;TRUE;FALSE;package
java.lang.invoke.DirectMethodHandle;NF_checkCast;byte;TRUE;FALSE;package
java.lang.invoke.DirectMethodHandle;NF_internalMemberName;byte;TRUE;FALSE;package
java.lang.invoke.DirectMethodHandle;NF_fieldOffset;byte;TRUE;FALSE;package
java.lang.invoke.LambdaForm;LAST_RESULT;int;TRUE;FALSE;public
java.lang.invoke.LambdaForm;VOID_RESULT;int;TRUE;FALSE;public
java.lang.invoke.LambdaForm;TRACE_INTERPRETER;boolean;TRUE;FALSE;private
java.lang.invoke.LambdaForm;COMPILE_THRESHOLD;int;TRUE;FALSE;private
java.lang.invoke.LambdaForm;INTERNED_ARGUMENT_LIMIT;int;TRUE;FALSE;package
java.lang.invoke.LambdaForm.BasicType;V_TYPE_NUM;byte;TRUE;FALSE;package
java.lang.invoke.LambdaForm.BasicType;F_TYPE_NUM;byte;TRUE;FALSE;package
java.lang.invoke.LambdaForm.BasicType;L_TYPE_NUM;byte;TRUE;FALSE;package
java.lang.invoke.LambdaForm.BasicType;I_TYPE_NUM;byte;TRUE;FALSE;package
java.lang.invoke.LambdaForm.BasicType;TYPE_LIMIT;int;TRUE;FALSE;package
java.lang.invoke.LambdaForm.BasicType;J_TYPE_NUM;byte;TRUE;FALSE;package
java.lang.invoke.LambdaForm.BasicType;ARG_TYPE_LIMIT;int;TRUE;FALSE;package
java.lang.invoke.LambdaForm.BasicType;D_TYPE_NUM;byte;TRUE;FALSE;package
java.lang.invoke.MemberName;SYNTHETIC;int;TRUE;FALSE;package
java.lang.invoke.MemberName;ANNOTATION;int;TRUE;FALSE;package
java.lang.invoke.MemberName;BRIDGE;int;TRUE;FALSE;package
java.lang.invoke.MemberName;IS_CONSTRUCTOR;int;TRUE;FALSE;package
java.lang.invoke.MemberName;ALL_ACCESS;int;TRUE;FALSE;package
java.lang.invoke.MemberName;IS_INVOCABLE;int;TRUE;FALSE;package
java.lang.invoke.MemberName;ALL_KINDS;int;TRUE;FALSE;package
java.lang.invoke.MemberName;IS_FIELD;int;TRUE;FALSE;package
java.lang.invoke.MemberName;MH_INVOKE_MODS;int;TRUE;FALSE;private
java.lang.invoke.MemberName;SEARCH_ALL_SUPERS;int;TRUE;FALSE;package
java.lang.invoke.MemberName;RECOGNIZED_MODIFIERS;int;TRUE;FALSE;package
java.lang.invoke.MemberName;IS_FIELD_OR_METHOD;int;TRUE;FALSE;package
java.lang.invoke.MemberName;IS_TYPE;int;TRUE;FALSE;package
java.lang.invoke.MemberName;IS_METHOD;int;TRUE;FALSE;package
java.lang.invoke.MemberName;CALLER_SENSITIVE;int;TRUE;FALSE;package
java.lang.invoke.MemberName;ENUM;int;TRUE;FALSE;package
java.lang.invoke.MemberName;VARARGS;int;TRUE;FALSE;package
java.lang.invoke.MemberName.Factory;ALLOWED_FLAGS;int;FALSE;FALSE;private
java.lang.invoke.MethodHandle;FORM_OFFSET;long;TRUE;FALSE;private
java.lang.invoke.MethodHandleNatives.Constants;MN_IS_TYPE;int;TRUE;FALSE;package
java.lang.invoke.MethodHandleNatives.Constants;MN_IS_FIELD;int;TRUE;FALSE;package
java.lang.invoke.MethodHandleNatives.Constants;REF_newInvokeSpecial;byte;TRUE;FALSE;package
java.lang.invoke.MethodHandleNatives.Constants;REF_getField;byte;TRUE;FALSE;package
java.lang.invoke.MethodHandleNatives.Constants;MN_IS_CONSTRUCTOR;int;TRUE;FALSE;package
java.lang.invoke.MethodHandleNatives.Constants;REF_NONE;byte;TRUE;FALSE;package
java.lang.invoke.MethodHandleNatives.Constants;MN_SEARCH_INTERFACES;int;TRUE;FALSE;package
java.lang.invoke.MethodHandleNatives.Constants;MN_REFERENCE_KIND_MASK;int;TRUE;FALSE;package
java.lang.invoke.MethodHandleNatives.Constants;REF_invokeVirtual;byte;TRUE;FALSE;package
java.lang.invoke.MethodHandleNatives.Constants;REF_putField;byte;TRUE;FALSE;package
java.lang.invoke.MethodHandleNatives.Constants;REF_putStatic;byte;TRUE;FALSE;package
java.lang.invoke.MethodHandleNatives.Constants;MN_IS_METHOD;int;TRUE;FALSE;package
java.lang.invoke.MethodHandleNatives.Constants;REF_LIMIT;byte;TRUE;FALSE;package
java.lang.invoke.MethodHandleNatives.Constants;REF_invokeSpecial;byte;TRUE;FALSE;package
java.lang.invoke.MethodHandleNatives.Constants;MN_REFERENCE_KIND_SHIFT;int;TRUE;FALSE;package
java.lang.invoke.MethodHandleNatives.Constants;MN_CALLER_SENSITIVE;int;TRUE;FALSE;package
java.lang.invoke.MethodHandleNatives.Constants;REF_invokeStatic;byte;TRUE;FALSE;package
java.lang.invoke.MethodHandleNatives.Constants;REF_invokeInterface;byte;TRUE;FALSE;package
java.lang.invoke.MethodHandleNatives.Constants;REF_getStatic;byte;TRUE;FALSE;package
java.lang.invoke.MethodHandleNatives.Constants;MN_SEARCH_SUPERCLASSES;int;TRUE;FALSE;package
java.lang.invoke.MethodHandleStatics;LOG_LF_COMPILATION_FAILURE;boolean;TRUE;FALSE;package
java.lang.invoke.MethodHandleStatics;DUMP_CLASS_FILES;boolean;TRUE;FALSE;package
java.lang.invoke.MethodHandleStatics;CUSTOMIZE_THRESHOLD;int;TRUE;FALSE;package
java.lang.invoke.MethodHandleStatics;TRACE_INTERPRETER;boolean;TRUE;FALSE;package
java.lang.invoke.MethodHandleStatics;MAX_ARITY;int;TRUE;FALSE;package
java.lang.invoke.MethodHandleStatics;DONT_INLINE_THRESHOLD;int;TRUE;FALSE;package
java.lang.invoke.MethodHandleStatics;VAR_HANDLE_GUARDS;boolean;TRUE;FALSE;package
java.lang.invoke.MethodHandleStatics;TRACE_RESOLVE;boolean;TRUE;FALSE;package
java.lang.invoke.MethodHandleStatics;PROFILE_LEVEL;int;TRUE;FALSE;package
java.lang.invoke.MethodHandleStatics;TRACE_METHOD_LINKAGE;boolean;TRUE;FALSE;package
java.lang.invoke.MethodHandleStatics;COMPILE_THRESHOLD;int;TRUE;FALSE;package
java.lang.invoke.MethodHandleStatics;PROFILE_GWT;boolean;TRUE;FALSE;package
java.lang.invoke.MethodHandleStatics;DEBUG_METHOD_HANDLE_NAMES;boolean;TRUE;FALSE;package
java.lang.invoke.MethodType;MAX_MH_INVOKER_ARITY;int;TRUE;FALSE;package
java.lang.invoke.MethodType;MAX_MH_ARITY;int;TRUE;FALSE;package
java.lang.invoke.MethodType;serialVersionUID;long;TRUE;FALSE;private
java.lang.invoke.MethodType;MAX_JVM_ARITY;int;TRUE;FALSE;package
java.lang.invoke.MethodType.OffsetHolder;rtypeOffset;long;TRUE;FALSE;package
java.lang.invoke.MethodType.OffsetHolder;ptypesOffset;long;TRUE;FALSE;package
java.lang.invoke.VarHandle;VFORM_OFFSET;long;TRUE;FALSE;private
java.lang.LinkageError;serialVersionUID;long;TRUE;FALSE;private
java.lang.LiveStackFrameInfo;MODE_INTERPRETED;int;TRUE;FALSE;private
java.lang.LiveStackFrameInfo;MODE_COMPILED;int;TRUE;FALSE;private
java.lang.Long;MAX_VALUE;long;TRUE;FALSE;public
java.lang.Long;MIN_VALUE;long;TRUE;FALSE;public
java.lang.Long;BYTES;int;TRUE;FALSE;public
java.lang.Long;SIZE;int;TRUE;FALSE;public
java.lang.Long;serialVersionUID;long;TRUE;FALSE;private
java.lang.Math;twoToTheDoubleScaleUp;double;FALSE;FALSE;package
java.lang.Math;E;double;TRUE;FALSE;public
java.lang.Math;DEGREES_TO_RADIANS;double;TRUE;FALSE;private
java.lang.Math;PI;double;TRUE;FALSE;public
java.lang.Math;twoToTheDoubleScaleDown;double;FALSE;FALSE;package
java.lang.Math;negativeZeroDoubleBits;long;TRUE;FALSE;private
java.lang.Math;negativeZeroFloatBits;long;TRUE;FALSE;private
java.lang.Math;RADIANS_TO_DEGREES;double;TRUE;FALSE;private
java.lang.NoClassDefFoundError;serialVersionUID;long;TRUE;FALSE;private
java.lang.NullPointerException;serialVersionUID;long;TRUE;FALSE;private
java.lang.Number;serialVersionUID;long;TRUE;FALSE;private
java.lang.OutOfMemoryError;serialVersionUID;long;TRUE;FALSE;private
java.lang.ref.Reference;processPendingActive;boolean;FALSE;FALSE;private
java.lang.ref.SoftReference;clock;long;FALSE;FALSE;private
java.lang.reflect.AccessibleObject;printStackPropertiesSet;boolean;FALSE;FALSE;private
java.lang.reflect.AccessibleObject;printStackWhenAccessFails;boolean;FALSE;FALSE;private
java.lang.reflect.Member;PUBLIC;int;TRUE;FALSE;public
java.lang.reflect.Member;DECLARED;int;TRUE;FALSE;public
java.lang.reflect.Modifier;ENUM;int;TRUE;FALSE;package
java.lang.reflect.Modifier;FIELD_MODIFIERS;int;TRUE;FALSE;private
java.lang.reflect.Modifier;VARARGS;int;TRUE;FALSE;package
java.lang.reflect.Modifier;NATIVE;int;TRUE;FALSE;public
java.lang.reflect.Modifier;METHOD_MODIFIERS;int;TRUE;FALSE;private
java.lang.reflect.Modifier;CONSTRUCTOR_MODIFIERS;int;TRUE;FALSE;private
java.lang.reflect.Modifier;INTERFACE;int;TRUE;FALSE;public
java.lang.reflect.Modifier;PUBLIC;int;TRUE;FALSE;public
java.lang.reflect.Modifier;ANNOTATION;int;TRUE;FALSE;package
java.lang.reflect.Modifier;MANDATED;int;TRUE;FALSE;package
java.lang.reflect.Modifier;VOLATILE;int;TRUE;FALSE;public
java.lang.reflect.Modifier;PRIVATE;int;TRUE;FALSE;public
java.lang.reflect.Modifier;STATIC;int;TRUE;FALSE;public
java.lang.reflect.Modifier;FINAL;int;TRUE;FALSE;public
java.lang.reflect.Modifier;PROTECTED;int;TRUE;FALSE;public
java.lang.reflect.Modifier;INTERFACE_MODIFIERS;int;TRUE;FALSE;private
java.lang.reflect.Modifier;CLASS_MODIFIERS;int;TRUE;FALSE;private
java.lang.reflect.Modifier;SYNTHETIC;int;TRUE;FALSE;package
java.lang.reflect.Modifier;BRIDGE;int;TRUE;FALSE;package
java.lang.reflect.Modifier;TRANSIENT;int;TRUE;FALSE;public
java.lang.reflect.Modifier;STRICT;int;TRUE;FALSE;public
java.lang.reflect.Modifier;PARAMETER_MODIFIERS;int;TRUE;FALSE;private
java.lang.reflect.Modifier;ACCESS_MODIFIERS;int;TRUE;FALSE;package
java.lang.reflect.Modifier;ABSTRACT;int;TRUE;FALSE;public
java.lang.reflect.Modifier;SYNCHRONIZED;int;TRUE;FALSE;public
java.lang.ReflectiveOperationException;serialVersionUID;long;TRUE;FALSE;package
java.lang.RuntimeException;serialVersionUID;long;TRUE;FALSE;package
java.lang.RuntimePermission;serialVersionUID;long;TRUE;FALSE;private
java.lang.SecurityManager;packageAccessValid;boolean;FALSE;FALSE;private
java.lang.SecurityManager;packageDefinitionValid;boolean;FALSE;FALSE;private
java.lang.Short;BYTES;int;TRUE;FALSE;public
java.lang.Short;MAX_VALUE;short;TRUE;FALSE;public
java.lang.Short;SIZE;int;TRUE;FALSE;public
java.lang.Short;serialVersionUID;long;TRUE;FALSE;private
java.lang.Short;MIN_VALUE;short;TRUE;FALSE;public
java.lang.Shutdown;MAX_SYSTEM_HOOKS;int;TRUE;FALSE;private
java.lang.Shutdown;currentRunningHook;int;FALSE;FALSE;private
java.lang.StackOverflowError;serialVersionUID;long;TRUE;FALSE;private
java.lang.StackTraceElement;BUILTIN_CLASS_LOADER;byte;TRUE;FALSE;private
java.lang.StackTraceElement;JDK_NON_UPGRADEABLE_MODULE;byte;TRUE;FALSE;private
java.lang.StackTraceElement;serialVersionUID;long;TRUE;FALSE;private
java.lang.String;COMPACT_STRINGS;boolean;TRUE;FALSE;package
java.lang.String;UTF16;byte;TRUE;FALSE;package
java.lang.String;LATIN1;byte;TRUE;FALSE;package
java.lang.String;serialVersionUID;long;TRUE;FALSE;private
java.lang.String.CaseInsensitiveComparator;serialVersionUID;long;TRUE;FALSE;private
java.lang.StringBuffer;serialVersionUID;long;TRUE;FALSE;package
java.lang.StringBuilder;serialVersionUID;long;TRUE;FALSE;package
java.lang.StringCoding;repl;char;FALSE;FALSE;private
java.lang.StringUTF16;LO_BYTE_SHIFT;int;TRUE;FALSE;package
java.lang.StringUTF16;MAX_LENGTH;int;TRUE;FALSE;package
java.lang.StringUTF16;HI_BYTE_SHIFT;int;TRUE;FALSE;package
java.lang.Thread;threadSeqNumber;long;FALSE;FALSE;private
java.lang.Thread;threadInitNumber;int;FALSE;FALSE;private
java.lang.Thread;MIN_PRIORITY;int;TRUE;FALSE;public
java.lang.Thread;NORM_PRIORITY;int;TRUE;FALSE;public
java.lang.Thread;MAX_PRIORITY;int;TRUE;FALSE;public
java.lang.ThreadDeath;serialVersionUID;long;TRUE;FALSE;private
java.lang.ThreadLocal;HASH_INCREMENT;int;TRUE;FALSE;private
java.lang.ThreadLocal.ThreadLocalMap;INITIAL_CAPACITY;int;TRUE;FALSE;private
java.lang.Throwable;serialVersionUID;long;TRUE;FALSE;private
java.lang.VersionProps;isLTS;boolean;TRUE;FALSE;private
java.lang.VirtualMachineError;serialVersionUID;long;TRUE;FALSE;private
java.net.URI;L_USERINFO;long;TRUE;FALSE;private
java.net.URI;L_UNRESERVED;long;TRUE;FALSE;private
java.net.URI;H_PCHAR;long;TRUE;FALSE;private
java.net.URI;L_UPALPHA;long;TRUE;FALSE;private
java.net.URI;L_REG_NAME;long;TRUE;FALSE;private
java.net.URI;H_RESERVED;long;TRUE;FALSE;private
java.net.URI;H_DOT;long;TRUE;FALSE;private
java.net.URI;H_URIC;long;TRUE;FALSE;private
java.net.URI;H_UPALPHA;long;TRUE;FALSE;private
java.net.URI;L_HEX;long;TRUE;FALSE;private
java.net.URI;L_ALPHA;long;TRUE;FALSE;private
java.net.URI;L_DOT;long;TRUE;FALSE;private
java.net.URI;L_SERVER_PERCENT;long;TRUE;FALSE;private
java.net.URI;H_SERVER_PERCENT;long;TRUE;FALSE;private
java.net.URI;L_SCOPE_ID;long;TRUE;FALSE;private
java.net.URI;L_URIC;long;TRUE;FALSE;private
java.net.URI;L_DIGIT;long;TRUE;FALSE;private
java.net.URI;L_MARK;long;TRUE;FALSE;private
java.net.URI;H_ALPHA;long;TRUE;FALSE;private
java.net.URI;L_ESCAPED;long;TRUE;FALSE;private
java.net.URI;L_PATH;long;TRUE;FALSE;private
java.net.URI;L_SCHEME;long;TRUE;FALSE;private
java.net.URI;L_RESERVED;long;TRUE;FALSE;private
java.net.URI;H_SCHEME;long;TRUE;FALSE;private
java.net.URI;H_HEX;long;TRUE;FALSE;private
java.net.URI;L_LOWALPHA;long;TRUE;FALSE;private
java.net.URI;H_ALPHANUM;long;TRUE;FALSE;private
java.net.URI;H_DIGIT;long;TRUE;FALSE;private
java.net.URI;H_UNRESERVED;long;TRUE;FALSE;private
java.net.URI;L_ALPHANUM;long;TRUE;FALSE;private
java.net.URI;H_USERINFO;long;TRUE;FALSE;private
java.net.URI;L_SERVER;long;TRUE;FALSE;private
java.net.URI;H_LOWALPHA;long;TRUE;FALSE;private
java.net.URI;H_SCOPE_ID;long;TRUE;FALSE;private
