Owner;Name;Type;Static;Final;Array;Access;Note
jdk.internal.misc.VM;savedProps;Map<String,String>;TRUE;FALSE;FALSE;private;
sun.nio.cs.StandardCharsets;classMap;Map<String,String>;FALSE;FALSE;FALSE;private;
java.lang.Class;enumConstantDirectory;Map<String,T>;FALSE;FALSE;FALSE;private;
java.lang.Character;map;Map<String,UnicodeBlock>;TRUE;FALSE;FALSE;private;
java.lang.reflect.Method;root;Method;FALSE;FALSE;FALSE;private;
jdk.internal.reflect.ReflectionFactory;hasStaticInitializerMethod;Method;TRUE;FALSE;FALSE;private;
java.lang.reflect.Method;methodAccessor;MethodAccessor;FALSE;FALSE;FALSE;private;
java.lang.invoke.CallSite;THROW_UCS;MethodHandle;TRUE;FALSE;FALSE;private;
java.lang.invoke.CallSite;GET_TARGET;MethodHandle;TRUE;FALSE;FALSE;private;
java.lang.invoke.CallSite;target;MethodHandle;FALSE;FALSE;FALSE;package;
java.lang.invoke.MethodHandle;asTypeCache;MethodHandle;FALSE;FALSE;FALSE;package;
java.lang.invoke.CallSite;context;MethodHandleNatives.CallSiteContext;FALSE;TRUE;FALSE;private;
java.lang.reflect.Method;genericInfo;MethodRepository;FALSE;FALSE;FALSE;private;
java.lang.invoke.MethodHandle;type;MethodType;FALSE;TRUE;FALSE;private;
java.lang.invoke.MethodType;objectOnlyTypes;MethodType[];TRUE;TRUE;TRUE;private;never returned
java.lang.invoke.MethodType;form;MethodTypeForm;FALSE;FALSE;FALSE;private;
jdk.internal.module.IllegalAccessLogger;mode;Mode;FALSE;TRUE;FALSE;private;
jdk.internal.module.IllegalAccessLogger;mode;Mode;FALSE;TRUE;FALSE;private;
java.lang.ClassLoader;unnamedModule;Module;FALSE;TRUE;FALSE;private;
java.lang.Class;module;Module;FALSE;FALSE;FALSE;private;
java.lang.Module;EVERYONE_MODULE;Module;TRUE;TRUE;FALSE;private;
jdk.internal.loader.BootLoader;UNNAMED_MODULE;Module;TRUE;TRUE;FALSE;private;
jdk.internal.module.ServicesCatalog;module;Module;FALSE;TRUE;FALSE;private;
java.lang.Module;ALL_UNNAMED_MODULE;Module;TRUE;TRUE;FALSE;private;
java.lang.module.ModuleReference;descriptor;ModuleDescriptor;FALSE;TRUE;FALSE;private;
java.lang.Module;descriptor;ModuleDescriptor;FALSE;TRUE;FALSE;private;
jdk.internal.module.ModuleBootstrap;limitedFinder;ModuleFinder;TRUE;FALSE;FALSE;private;
jdk.internal.module.ModuleBootstrap;unlimitedFinder;ModuleFinder;TRUE;FALSE;FALSE;private;
jdk.internal.module.SystemModuleFinders;cachedSystemModuleFinder;ModuleFinder;TRUE;FALSE;FALSE;private;
jdk.internal.module.ModuleReferenceImpl;recordedHashes;ModuleHashes;FALSE;TRUE;FALSE;private;
jdk.internal.module.ModuleReferenceImpl;hasher;ModuleHashes.HashSupplier;FALSE;TRUE;FALSE;private;
jdk.internal.module.Modules;topLayer;ModuleLayer;TRUE;FALSE;FALSE;private;
java.lang.Module;layer;ModuleLayer;FALSE;TRUE;FALSE;private;
java.lang.System;bootLayer;ModuleLayer;TRUE;FALSE;FALSE;package;
java.lang.ModuleLayer;layer;ModuleLayer;FALSE;TRUE;FALSE;private;
java.lang.ModuleLayer;EMPTY_LAYER;ModuleLayer;TRUE;TRUE;FALSE;private;
jdk.internal.module.ModuleReferenceImpl;patcher;ModulePatcher;FALSE;TRUE;FALSE;private;
jdk.internal.module.ModuleBootstrap;patcher;ModulePatcher;TRUE;TRUE;FALSE;private;
jdk.internal.module.ModulePatcher;delegate;ModuleReader;FALSE;FALSE;FALSE;private;
jdk.internal.module.ModulePatcher;mref;ModuleReference;FALSE;TRUE;FALSE;private;
java.lang.module.ResolvedModule;mref;ModuleReference;FALSE;TRUE;FALSE;private;
jdk.internal.module.ModuleReferenceImpl;moduleResolution;ModuleResolution;FALSE;TRUE;FALSE;private;
jdk.internal.module.ModuleReferenceImpl;target;ModuleTarget;FALSE;TRUE;FALSE;private;
java.util.HashMap;table;Node<K,V>[];FALSE;FALSE;TRUE;package;
java.util.concurrent.ConcurrentHashMap;table;Node<K,V>[];FALSE;FALSE;TRUE;package;
java.util.concurrent.ConcurrentHashMap;nextTable;Node<K,V>[];FALSE;FALSE;TRUE;private;
java.io.Writer;lock;Object;FALSE;FALSE;FALSE;protected;
java.util.WeakHashMap;NULL_KEY;Object;TRUE;TRUE;FALSE;private;
java.net.URL;streamHandlerLock;Object;TRUE;TRUE;FALSE;private;
jdk.internal.reflect.ConstantPool;constantPoolOop;Object;FALSE;FALSE;FALSE;private;
java.util.concurrent.CopyOnWriteArrayList;lock;Object;FALSE;TRUE;FALSE;package;
java.io.FileInputStream;altFinalizer;Object;FALSE;TRUE;FALSE;private;
java.lang.Thread;blockerLock;Object;FALSE;TRUE;FALSE;private;
java.lang.Throwable;backtrace;Object;FALSE;FALSE;FALSE;private;
java.util.HashSet;PRESENT;Object;TRUE;TRUE;FALSE;private;
java.lang.invoke.MethodType;wrapAlt;Object;FALSE;FALSE;FALSE;private;
java.io.FileOutputStream;closeLock;Object;FALSE;TRUE;FALSE;private;
jdk.internal.misc.VM;lock;Object;TRUE;TRUE;FALSE;private;
java.lang.ref.Reference;processPendingLock;Object;TRUE;TRUE;FALSE;private;
java.lang.reflect.AccessibleObject;securityCheckCache;Object;FALSE;FALSE;FALSE;package;
java.lang.SecurityManager;packageDefinitionLock;Object;TRUE;TRUE;FALSE;private;
java.io.FileInputStream;closeLock;Object;FALSE;TRUE;FALSE;private;
java.io.FileOutputStream;altFinalizer;Object;FALSE;TRUE;FALSE;private;
java.lang.SecurityManager;packageAccessLock;Object;TRUE;TRUE;FALSE;private;
java.io.FilterOutputStream;closeLock;Object;FALSE;TRUE;FALSE;private;
java.lang.ClassLoader;assertionLock;Object;FALSE;TRUE;FALSE;package;
java.lang.Thread;parkBlocker;Object;FALSE;FALSE;FALSE;package;
sun.util.PreHashedMap;a;Object[];FALSE;FALSE;TRUE;package;
java.nio.charset.Charset;cache2;Object[];TRUE;FALSE;TRUE;private;never returned
java.nio.charset.Charset;cache1;Object[];TRUE;FALSE;TRUE;private;never returned
java.util.ArrayList;DEFAULTCAPACITY_EMPTY_ELEMENTDATA;Object[];TRUE;TRUE;TRUE;private;zero sized final array
java.util.Vector;elementData;Object[];FALSE;FALSE;TRUE;protected;
java.util.ArrayList;elementData;Object[];FALSE;FALSE;TRUE;package;
sun.util.PreHashedMap;ht;Object[];FALSE;TRUE;TRUE;private;
java.util.concurrent.CopyOnWriteArrayList;array;Object[];FALSE;FALSE;TRUE;private;
java.util.ArrayDeque;elements;Object[];FALSE;FALSE;TRUE;package;
java.util.ArrayList;EMPTY_ELEMENTDATA;Object[];TRUE;TRUE;TRUE;private;zero sized final array
java.lang.String;serialPersistentFields;ObjectStreamField[];TRUE;TRUE;TRUE;private;zero sized final array
java.util.Locale;serialPersistentFields;ObjectStreamField[];TRUE;TRUE;TRUE;private;never returned
java.security.Permissions;serialPersistentFields;ObjectStreamField[];TRUE;TRUE;TRUE;private;never returned
java.lang.Class;serialPersistentFields;ObjectStreamField[];TRUE;TRUE;TRUE;private;zero sized final array
java.util.concurrent.ConcurrentHashMap;serialPersistentFields;ObjectStreamField[];TRUE;TRUE;TRUE;private;never returned
java.net.URL;serialPersistentFields;ObjectStreamField[];TRUE;TRUE;TRUE;private;never returned
java.util.Optional;EMPTY;Optional<?>;TRUE;TRUE;FALSE;private;
java.lang.Runtime;build;Optional<Integer>;FALSE;TRUE;FALSE;private;
java.lang.Runtime;pre;Optional<String>;FALSE;TRUE;FALSE;private;
java.lang.Runtime;optional;Optional<String>;FALSE;TRUE;FALSE;private;
sun.nio.cs.StreamEncoder;out;OutputStream;FALSE;TRUE;FALSE;private;
java.io.FilterOutputStream;out;OutputStream;FALSE;FALSE;FALSE;protected;
java.io.PrintStream;charOut;OutputStreamWriter;FALSE;FALSE;FALSE;private;
java.lang.reflect.Executable;parameters;Parameter[];FALSE;FALSE;TRUE;private;
java.io.File;filePath;Path;FALSE;FALSE;FALSE;private;
java.io.File;status;PathStatus;FALSE;FALSE;FALSE;private;
java.security.AccessControlContext;permissions;Permission[];FALSE;FALSE;TRUE;private;
sun.security.util.LazyCodeSourcePermissionCollection;perms;PermissionCollection;FALSE;TRUE;FALSE;private;
java.security.ProtectionDomain;permissions;PermissionCollection;FALSE;FALSE;FALSE;private;
java.security.Permissions;allPermission;PermissionCollection;FALSE;FALSE;FALSE;package;
jdk.internal.ref.PhantomCleanable;list;PhantomCleanable<?>;FALSE;TRUE;FALSE;private;
jdk.internal.ref.CleanerImpl;phantomCleanableList;PhantomCleanable<?>;FALSE;TRUE;FALSE;package;
jdk.internal.ref.PhantomCleanable;prev;PhantomCleanable<?>;FALSE;FALSE;FALSE;package;
jdk.internal.ref.PhantomCleanable;next;PhantomCleanable<?>;FALSE;FALSE;FALSE;package;
java.io.FileDescriptor;cleanup;PhantomCleanable<FileDescriptor>;FALSE;FALSE;FALSE;private;
jdk.internal.loader.ClassLoaders;PLATFORM_LOADER;PlatformClassLoader;TRUE;TRUE;FALSE;private;
java.security.ProtectionDomain;principals;Principal[];FALSE;FALSE;TRUE;private;
jdk.internal.module.IllegalAccessLogger;warningStream;PrintStream;FALSE;TRUE;FALSE;private;
jdk.internal.module.IllegalAccessLogger;warningStream;PrintStream;FALSE;TRUE;FALSE;private;
java.lang.System;err;PrintStream;TRUE;TRUE;FALSE;public;should be replaced with tenant-aware equivalent
java.lang.System;out;PrintStream;TRUE;TRUE;FALSE;public;should be replaced with tenant-aware equivalent
sun.launcher.LauncherHelper;ostream;PrintStream;TRUE;FALSE;FALSE;private;
java.util.Properties;defaults;Properties;FALSE;FALSE;FALSE;protected;
java.lang.System;props;Properties;TRUE;FALSE;FALSE;private;
java.lang.ClassLoader;defaultDomain;ProtectionDomain;FALSE;TRUE;FALSE;private;
java.security.AccessControlContext;limitedContext;ProtectionDomain[];FALSE;FALSE;TRUE;private;
java.security.AccessControlContext;context;ProtectionDomain[];FALSE;FALSE;TRUE;private;
java.util.Collections;r;Random;TRUE;FALSE;FALSE;private;
java.lang.ref.Reference;next;Reference;FALSE;FALSE;FALSE;package;
java.lang.ref.ReferenceQueue;head;Reference<? extends T>;FALSE;FALSE;FALSE;private;
java.lang.ref.Reference;discovered;Reference<T>;FALSE;FALSE;FALSE;private;
java.lang.ref.Reference;queue;ReferenceQueue<? super T>;FALSE;FALSE;FALSE;package;
java.util.WeakHashMap;queue;ReferenceQueue<Object>;FALSE;TRUE;FALSE;private;
java.lang.ref.ReferenceQueue;ENQUEUED;ReferenceQueue<Object>;TRUE;TRUE;FALSE;package;
jdk.internal.ref.Cleaner;dummyQueue;ReferenceQueue<Object>;TRUE;TRUE;FALSE;private;
java.lang.ref.ReferenceQueue;NULL;ReferenceQueue<Object>;TRUE;TRUE;FALSE;package;
jdk.internal.ref.CleanerImpl;queue;ReferenceQueue<Object>;FALSE;TRUE;FALSE;package;
sun.util.locale.LocaleObjectCache;queue;ReferenceQueue<V>;FALSE;TRUE;FALSE;private;
java.lang.reflect.AccessibleObject;reflectionFactory;ReflectionFactory;TRUE;TRUE;FALSE;package;
jdk.internal.reflect.ReflectionFactory;soleInstance;ReflectionFactory;TRUE;TRUE;FALSE;private;
java.lang.Class;reflectionFactory;ReflectionFactory;TRUE;FALSE;FALSE;private;
jdk.internal.loader.URLClassPath;res;Resource;FALSE;FALSE;FALSE;private;
java.lang.Thread;target;Runnable;FALSE;FALSE;FALSE;private;
jdk.internal.ref.Cleaner;thunk;Runnable;FALSE;TRUE;FALSE;private;
jdk.internal.ref.CleanerImpl;action;Runnable;FALSE;TRUE;FALSE;private;
jdk.internal.ref.CleanerImpl;action;Runnable;FALSE;TRUE;FALSE;private;
jdk.internal.ref.CleanerImpl;action;Runnable;FALSE;TRUE;FALSE;private;
java.lang.Runtime;currentRuntime;Runtime;TRUE;TRUE;FALSE;private;
java.lang.System;LOGGERFINDER_PERMISSION;RuntimePermission;TRUE;TRUE;FALSE;package;
java.lang.System;security;SecurityManager;TRUE;FALSE;FALSE;private;
java.nio.charset.Charset;sl;ServiceLoader<CharsetProvider>;FALSE;FALSE;FALSE;package;
java.net.URL;sl;ServiceLoader<URLStreamHandlerProvider>;FALSE;FALSE;FALSE;package;
java.lang.ModuleLayer;servicesCatalog;ServicesCatalog;FALSE;FALSE;FALSE;private;
jdk.internal.loader.BootLoader;SERVICES_CATALOG;ServicesCatalog;TRUE;TRUE;FALSE;private;
java.util.Collections;EMPTY_SET;Set;TRUE;TRUE;FALSE;public;immutable value
sun.util.locale.InternalLocaleBuilder;uattributes;Set<CaseInsensitiveString>;FALSE;FALSE;FALSE;private;
java.lang.module.ModuleDescriptor;exports;Set<Exports>;FALSE;TRUE;FALSE;private;
java.util.Hashtable;keySet;Set<K>;FALSE;FALSE;FALSE;private;
java.util.AbstractMap;keySet;Set<K>;FALSE;FALSE;FALSE;package;
java.util.Hashtable;entrySet;Set<Map.Entry<K,V>>;FALSE;FALSE;FALSE;private;
java.util.WeakHashMap;entrySet;Set<Map.Entry<K,V>>;FALSE;FALSE;FALSE;private;
java.util.HashMap;entrySet;Set<Map.Entry<K,V>>;FALSE;FALSE;FALSE;package;
java.lang.module.ModuleDescriptor;modifiers;Set<Modifier>;FALSE;TRUE;FALSE;private;
java.lang.module.ModuleDescriptor;mods;Set<Modifier>;FALSE;TRUE;FALSE;private;
java.lang.module.ModuleDescriptor;mods;Set<Modifier>;FALSE;TRUE;FALSE;private;
java.lang.module.ModuleDescriptor;modifiers;Set<Modifier>;FALSE;TRUE;FALSE;package;
java.lang.module.ModuleDescriptor;mods;Set<Modifier>;FALSE;TRUE;FALSE;private;
java.lang.Module;reads;Set<Module>;FALSE;FALSE;FALSE;private;
java.lang.ModuleLayer;modules;Set<Module>;FALSE;FALSE;FALSE;private;
java.lang.Module;ALL_UNNAMED_MODULE_SET;Set<Module>;TRUE;TRUE;FALSE;private;
java.lang.Module;EVERYONE_SET;Set<Module>;TRUE;TRUE;FALSE;private;
java.lang.module.ModuleFinder;allModules;Set<ModuleReference>;FALSE;FALSE;FALSE;private;
java.lang.module.ModuleDescriptor;opens;Set<Opens>;FALSE;TRUE;FALSE;private;
java.lang.StackWalker;options;Set<Option>;FALSE;TRUE;FALSE;private;
java.lang.module.ModuleDescriptor;provides;Set<Provides>;FALSE;TRUE;FALSE;private;
java.lang.module.ModuleDescriptor;requires;Set<Requires>;FALSE;TRUE;FALSE;private;
java.lang.module.Configuration;modules;Set<ResolvedModule>;FALSE;TRUE;FALSE;private;
java.lang.module.ModuleDescriptor;targets;Set<String>;FALSE;TRUE;FALSE;private;
java.lang.module.ModuleDescriptor;targets;Set<String>;FALSE;TRUE;FALSE;private;
java.lang.module.ModuleDescriptor;packages;Set<String>;FALSE;TRUE;FALSE;package;
java.lang.module.ModuleDescriptor;uses;Set<String>;FALSE;TRUE;FALSE;package;
java.lang.ClassLoader;loadedLibraryNames;Set<String>;TRUE;TRUE;FALSE;private;
java.lang.module.ModuleDescriptor;packages;Set<String>;FALSE;TRUE;FALSE;private;
java.nio.charset.Charset;aliasSet;Set<String>;FALSE;FALSE;FALSE;private;
java.lang.module.ModuleDescriptor;uses;Set<String>;FALSE;TRUE;FALSE;private;
java.lang.Short;value;short;FALSE;TRUE;FALSE;private;
java.lang.Short;MIN_VALUE;short;TRUE;TRUE;FALSE;public;immutable type
java.lang.Short;MAX_VALUE;short;TRUE;TRUE;FALSE;public;immutable type
jdk.internal.misc.Signal;SIG_DFL;Signal.Handler;TRUE;TRUE;FALSE;public;immutable type
jdk.internal.misc.Signal;SIG_IGN;Signal.Handler;TRUE;TRUE;FALSE;public;immutable type
java.security.CodeSource;sp;SocketPermission;FALSE;FALSE;FALSE;private;
jdk.internal.ref.SoftCleanable;next;SoftCleanable<?>;FALSE;FALSE;FALSE;package;
jdk.internal.ref.CleanerImpl;softCleanableList;SoftCleanable<?>;FALSE;TRUE;FALSE;package;
jdk.internal.ref.SoftCleanable;list;SoftCleanable<?>;FALSE;TRUE;FALSE;private;
jdk.internal.ref.SoftCleanable;prev;SoftCleanable<?>;FALSE;FALSE;FALSE;package;
jdk.internal.loader.BuiltinClassLoader;resourceCache;SoftReference<Map<String,List<URL>>>;FALSE;FALSE;FALSE;private;
java.lang.Class;reflectionData;SoftReference<ReflectionData<T>>;FALSE;FALSE;FALSE;private;
java.lang.Thread;EMPTY_STACK_TRACE;StackTraceElement[];TRUE;TRUE;TRUE;private;zero sized final array
java.lang.Throwable;UNASSIGNED_STACK;StackTraceElement[];TRUE;TRUE;TRUE;private;zero sized final array
java.lang.Throwable;stackTrace;StackTraceElement[];FALSE;FALSE;TRUE;private;
java.lang.StackWalker;DEFAULT_WALKER;StackWalker;TRUE;TRUE;FALSE;private;
java.io.OutputStreamWriter;se;StreamEncoder;FALSE;TRUE;FALSE;private;
java.lang.Throwable;detailMessage;String;FALSE;FALSE;FALSE;private;
jdk.internal.module.ModuleBootstrap;ADD_MODULES;String;TRUE;TRUE;FALSE;private;immutable type
java.lang.reflect.Method;signature;String;FALSE;FALSE;FALSE;private;
java.lang.module.ModuleDescriptor;name;String;FALSE;TRUE;FALSE;private;
jdk.internal.module.ModuleBootstrap;ADD_READS;String;TRUE;TRUE;FALSE;private;immutable type
java.net.URI;decodedSchemeSpecificPart;String;FALSE;FALSE;FALSE;private;
java.util.Locale;languageKey;String;FALSE;TRUE;FALSE;package;
java.lang.Thread;name;String;FALSE;FALSE;FALSE;private;
java.lang.module.ModuleDescriptor;source;String;FALSE;TRUE;FALSE;private;
java.net.URI;path;String;FALSE;FALSE;FALSE;private;
java.util.Locale;range;String;FALSE;TRUE;FALSE;private;
java.net.URI;host;String;FALSE;FALSE;FALSE;private;
sun.util.locale.BaseLocale;variant;String;FALSE;TRUE;FALSE;private;
java.io.ObjectStreamField;typeSignature;String;FALSE;FALSE;FALSE;private;
jdk.internal.module.ModuleBootstrap;JAVA_BASE;String;TRUE;TRUE;FALSE;private;immutable type
java.net.URI;decodedFragment;String;FALSE;FALSE;FALSE;private;
sun.util.locale.InternalLocaleBuilder;variant;String;FALSE;FALSE;FALSE;private;
sun.launcher.LauncherHelper;JAVAFX_APPLICATION_CLASS_NAME;String;TRUE;TRUE;FALSE;private;immutable type
java.lang.invoke.MethodType;methodDescriptor;String;FALSE;FALSE;FALSE;private;
sun.util.locale.BaseLocale;region;String;FALSE;TRUE;FALSE;private;
sun.nio.cs.IBM437;b2cTable;String;TRUE;TRUE;FALSE;private;immutable type
java.net.URI;scheme;String;FALSE;FALSE;FALSE;private;
java.lang.reflect.Field;name;String;FALSE;FALSE;FALSE;private;
java.net.URL;userInfo;String;FALSE;FALSE;FALSE;private;
jdk.internal.loader.URLClassPath;USER_AGENT_JAVA_VERSION;String;TRUE;TRUE;FALSE;private;immutable type
sun.launcher.LauncherHelper;LOCALE_SETTINGS;String;TRUE;TRUE;FALSE;private;immutable type
java.util.Locale;languageTag;String;FALSE;FALSE;FALSE;private;
java.util.Locale;variantKey;String;FALSE;TRUE;FALSE;package;
sun.launcher.LauncherHelper;ADD_OPENS;String;TRUE;TRUE;FALSE;private;immutable type
java.lang.module.ModuleDescriptor;name;String;FALSE;TRUE;FALSE;private;
java.net.URI;query;String;FALSE;FALSE;FALSE;private;
jdk.internal.util.StaticProperty;USER_HOME;String;TRUE;TRUE;FALSE;private;immutable type
sun.security.util.Debug;args;String;TRUE;FALSE;FALSE;private;immutable type
sun.launcher.LauncherHelper;LAUNCHER_AGENT_CLASS;String;TRUE;TRUE;FALSE;private;immutable type
java.util.Locale;scriptKey;String;FALSE;TRUE;FALSE;package;
jdk.internal.loader.BootLoader;JAVA_HOME;String;TRUE;TRUE;FALSE;private;immutable type
sun.launcher.LauncherHelper;PROP_SETTINGS;String;TRUE;TRUE;FALSE;private;immutable type
java.security.CodeSource;locationNoFragString;String;FALSE;FALSE;FALSE;private;
java.security.UnresolvedPermission;actions;String;FALSE;FALSE;FALSE;private;
java.security.UnresolvedPermission;name;String;FALSE;FALSE;FALSE;private;
java.security.Permission;name;String;FALSE;FALSE;FALSE;private;
sun.nio.cs.StandardCharsets;packagePrefix;String;TRUE;TRUE;FALSE;private;immutable type
java.net.URL;host;String;FALSE;FALSE;FALSE;private;
java.lang.reflect.Parameter;name;String;FALSE;TRUE;FALSE;private;
java.lang.module.ModuleDescriptor;mainClass;String;FALSE;FALSE;FALSE;package;
java.lang.StackTraceElement;declaringClass;String;FALSE;FALSE;FALSE;private;
java.io.File;separator;String;TRUE;TRUE;FALSE;public;immutable type
java.lang.module.ModuleDescriptor;service;String;FALSE;TRUE;FALSE;private;
java.lang.Throwable;CAUSE_CAPTION;String;TRUE;TRUE;FALSE;private;immutable type
jdk.internal.module.ModuleBootstrap;ALL_UNNAMED;String;TRUE;TRUE;FALSE;private;immutable type
java.security.BasicPermission;path;String;FALSE;FALSE;FALSE;private;
java.io.File;pathSeparator;String;TRUE;TRUE;FALSE;public;immutable type
jdk.internal.module.ModuleBootstrap;PATCH_MODULE;String;TRUE;TRUE;FALSE;private;immutable type
java.lang.reflect.Method;name;String;FALSE;FALSE;FALSE;private;
jdk.internal.module.ModuleBootstrap;ADD_OPENS;String;TRUE;TRUE;FALSE;private;immutable type
sun.launcher.LauncherHelper;encprop;String;TRUE;TRUE;FALSE;private;immutable type
jdk.internal.misc.Signal;name;String;FALSE;FALSE;FALSE;private;
java.net.URI;fragment;String;FALSE;FALSE;FALSE;private;
jdk.internal.module.ModuleBootstrap;ALL_DEFAULT;String;TRUE;TRUE;FALSE;private;immutable type
jdk.internal.util.StaticProperty;USER_NAME;String;TRUE;TRUE;FALSE;private;immutable type
java.util.Locale;countryKey;String;FALSE;TRUE;FALSE;package;
java.net.URI;decodedAuthority;String;FALSE;FALSE;FALSE;private;
java.net.URI;string;String;FALSE;FALSE;FALSE;private;
java.net.URL;authority;String;FALSE;FALSE;FALSE;private;
java.security.cert.Certificate;type;String;FALSE;TRUE;FALSE;private;
sun.launcher.LauncherHelper;encoding;String;TRUE;FALSE;FALSE;private;immutable type
java.io.File;path;String;FALSE;TRUE;FALSE;private;
sun.launcher.LauncherHelper;VM_SETTINGS;String;TRUE;TRUE;FALSE;private;immutable type
jdk.internal.module.ModuleHashes;algorithm;String;FALSE;TRUE;FALSE;package;
sun.launcher.LauncherHelper;JAVAFX_APPLICATION_MARKER;String;TRUE;TRUE;FALSE;private;immutable type
java.nio.charset.CodingErrorAction;name;String;FALSE;FALSE;FALSE;private;
java.net.URL;query;String;FALSE;FALSE;FALSE;private;
java.lang.System;lineSeparator;String;TRUE;FALSE;FALSE;private;immutable type
java.lang.ClassLoader;name;String;FALSE;TRUE;FALSE;private;
java.io.ObjectStreamField;name;String;FALSE;TRUE;FALSE;private;
java.net.URI;authority;String;FALSE;FALSE;FALSE;private;
java.util.Locale;extensionsKey;String;FALSE;TRUE;FALSE;package;
java.lang.StackTraceElement;classLoaderName;String;FALSE;FALSE;FALSE;private;
sun.security.action.GetPropertyAction;theProp;String;FALSE;FALSE;FALSE;private;
jdk.internal.module.ServicesCatalog;providerName;String;FALSE;TRUE;FALSE;private;
sun.util.locale.InternalLocaleBuilder;region;String;FALSE;FALSE;FALSE;private;
java.net.URL;file;String;FALSE;FALSE;FALSE;private;
java.net.URI;decodedUserInfo;String;FALSE;FALSE;FALSE;private;
java.security.UnresolvedPermission;type;String;FALSE;FALSE;FALSE;private;
java.lang.module.ModuleDescriptor;source;String;FALSE;TRUE;FALSE;private;
sun.util.locale.BaseLocale;language;String;FALSE;TRUE;FALSE;private;
sun.util.PreHashedMap;k;String;FALSE;FALSE;FALSE;package;
jdk.internal.module.ModuleBootstrap;ALL_SYSTEM;String;TRUE;TRUE;FALSE;private;immutable type
sun.launcher.LauncherHelper;MAIN_CLASS;String;TRUE;TRUE;FALSE;private;immutable type
java.lang.module.ModuleDescriptor;rawVersionString;String;FALSE;TRUE;FALSE;private;
java.lang.module.ModuleDescriptor;mainClass;String;FALSE;TRUE;FALSE;private;
java.lang.StackTraceElement;moduleVersion;String;FALSE;FALSE;FALSE;private;
jdk.internal.util.StaticProperty;JAVA_HOME;String;TRUE;TRUE;FALSE;private;immutable type
java.lang.Throwable;NULL_CAUSE_MESSAGE;String;TRUE;TRUE;FALSE;private;immutable type
java.lang.Module;name;String;FALSE;TRUE;FALSE;private;
sun.launcher.LauncherHelper;ADD_EXPORTS;String;TRUE;TRUE;FALSE;private;immutable type
sun.nio.cs.MS1252;b2cTable;String;TRUE;TRUE;FALSE;private;immutable type
java.lang.module.ModuleDescriptor;name;String;FALSE;TRUE;FALSE;package;
java.io.FileInputStream;path;String;FALSE;TRUE;FALSE;private;
java.net.URI;decodedPath;String;FALSE;FALSE;FALSE;private;
java.lang.reflect.Field;signature;String;FALSE;FALSE;FALSE;private;
java.lang.module.ModuleDescriptor;rawCompiledVersion;String;FALSE;TRUE;FALSE;private;
sun.util.locale.BaseLocale;SEP;String;TRUE;TRUE;FALSE;public;immutable type
java.net.URL;protocol;String;FALSE;FALSE;FALSE;private;
java.lang.StackTraceElement;fileName;String;FALSE;FALSE;FALSE;private;
java.io.ObjectStreamField;signature;String;FALSE;TRUE;FALSE;private;
java.lang.Throwable;SUPPRESSED_CAPTION;String;TRUE;TRUE;FALSE;private;immutable type
sun.util.locale.InternalLocaleBuilder;language;String;FALSE;FALSE;FALSE;private;
java.lang.invoke.VarHandle;methodName;String;FALSE;TRUE;FALSE;package;
java.lang.StackTraceElement;methodName;String;FALSE;FALSE;FALSE;private;
java.lang.module.ModuleDescriptor;version;String;FALSE;TRUE;FALSE;private;
java.lang.Class;packageName;String;FALSE;FALSE;FALSE;private;
java.net.URL;path;String;FALSE;FALSE;FALSE;private;
java.lang.StringBuffer;toStringCache;String;FALSE;FALSE;FALSE;private;
java.nio.ByteOrder;name;String;FALSE;FALSE;FALSE;private;
sun.util.locale.BaseLocale;script;String;FALSE;TRUE;FALSE;private;
sun.launcher.LauncherHelper;defaultBundleName;String;TRUE;TRUE;FALSE;private;immutable type
sun.util.PreHashedMap;cur;String;FALSE;FALSE;FALSE;package;
java.lang.Class;name;String;FALSE;FALSE;FALSE;private;
sun.util.locale.InternalLocaleBuilder;script;String;FALSE;FALSE;FALSE;private;
java.lang.module.Configuration;targetPlatform;String;FALSE;TRUE;FALSE;private;
jdk.internal.module.ModuleBootstrap;ADD_EXPORTS;String;TRUE;TRUE;FALSE;private;immutable type
java.lang.module.ModuleDescriptor;rawVersionString;String;FALSE;FALSE;FALSE;package;
java.nio.charset.Charset;name;String;FALSE;TRUE;FALSE;private;
java.net.URI;decodedQuery;String;FALSE;FALSE;FALSE;private;
sun.security.util.Debug;prefix;String;FALSE;FALSE;FALSE;private;
sun.launcher.LauncherHelper;JAVAFX_FXHELPER_CLASS_NAME_SUFFIX;String;TRUE;TRUE;FALSE;private;immutable type
java.lang.Throwable;SELF_SUPPRESSION_MESSAGE;String;TRUE;TRUE;FALSE;private;immutable type
java.io.FileOutputStream;path;String;FALSE;TRUE;FALSE;private;
java.net.URL;protocolPathProp;String;TRUE;TRUE;FALSE;private;immutable type
java.net.URL;ref;String;FALSE;FALSE;FALSE;private;
java.nio.charset.CharsetDecoder;replacement;String;FALSE;FALSE;FALSE;private;
jdk.internal.util.StaticProperty;JDK_SERIAL_FILTER;String;TRUE;TRUE;FALSE;private;immutable type
jdk.internal.module.ModuleTarget;targetPlatform;String;FALSE;TRUE;FALSE;private;
java.lang.ThreadGroup;name;String;FALSE;FALSE;FALSE;package;
java.lang.StackTraceElement;moduleName;String;FALSE;FALSE;FALSE;private;
jdk.internal.module.ModuleBootstrap;ALL_MODULE_PATH;String;TRUE;TRUE;FALSE;private;immutable type
