Owner;Name;Type;Static;Final;Array;Access;Note
java.lang.Character;COMBINING_DIACRITICAL_MARKS_SUPPLEMENT;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;CJK_SYMBOLS_AND_PUNCTUATION;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;PLAYING_CARDS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;MISCELLANEOUS_SYMBOLS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;GEORGIAN_SUPPLEMENT;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;OLD_NORTH_ARABIAN;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;CYRILLIC;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;KANGXI_RADICALS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;MATHEMATICAL_OPERATORS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;KAYAH_LI;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;NEW_TAI_LUE;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;MYANMAR;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;RUMI_NUMERAL_SYMBOLS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;DESERET;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;BAMUM_SUPPLEMENT;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;CJK_UNIFIED_IDEOGRAPHS_EXTENSION_D;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;BRAILLE_PATTERNS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;OLD_PERSIAN;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;GENERAL_PUNCTUATION;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;ARABIC;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;KHMER;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;IPA_EXTENSIONS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;CHEROKEE_SUPPLEMENT;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;MEROITIC_HIEROGLYPHS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;UNIFIED_CANADIAN_ABORIGINAL_SYLLABICS_EXTENDED;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;VERTICAL_FORMS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;HIRAGANA;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;SHAVIAN;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;SUPERSCRIPTS_AND_SUBSCRIPTS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;ORIYA;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;KAITHI;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;TAGBANWA;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;LINEAR_A;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;GRANTHA;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;MASARAM_GONDI;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;BLOCK_ELEMENTS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;HIGH_PRIVATE_USE_SURROGATES;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;MYANMAR_EXTENDED_B;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;KHOJKI;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;BYZANTINE_MUSICAL_SYMBOLS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;KHAROSHTHI;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;MISCELLANEOUS_SYMBOLS_AND_ARROWS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;BASIC_LATIN;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;SUPPLEMENTAL_ARROWS_B;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;SYLOTI_NAGRI;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;AHOM;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;ETHIOPIC;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;OLD_HUNGARIAN;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;PAHAWH_HMONG;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;BALINESE;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;ETHIOPIC_EXTENDED;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;HALFWIDTH_AND_FULLWIDTH_FORMS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;YI_SYLLABLES;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;SPACING_MODIFIER_LETTERS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;SHARADA;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;CONTROL_PICTURES;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;LATIN_EXTENDED_E;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;DEVANAGARI_EXTENDED;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;KATAKANA_PHONETIC_EXTENSIONS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;SUPPLEMENTARY_PRIVATE_USE_AREA_A;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;KHUDAWADI;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;PALMYRENE;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;AEGEAN_NUMBERS;UnicodeBlock;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;blocks;UnicodeBlock[];TRUE;TRUE;TRUE;private;never returned
java.lang.Character;scripts;UnicodeScript[];TRUE;TRUE;TRUE;private;never returned
jdk.internal.misc.Unsafe;theUnsafe;Unsafe;TRUE;TRUE;FALSE;private;immutable type
java.util.concurrent.ConcurrentHashMap;U;Unsafe;TRUE;TRUE;FALSE;private;immutable type
java.nio.Buffer;UNSAFE;Unsafe;TRUE;TRUE;FALSE;package;immutable type
java.util.Properties;UNSAFE;Unsafe;TRUE;TRUE;FALSE;private;immutable type
java.util.concurrent.locks.LockSupport;U;Unsafe;TRUE;TRUE;FALSE;private;immutable type
jdk.internal.access.SharedSecrets;unsafe;Unsafe;TRUE;TRUE;FALSE;private;immutable type
java.io.BufferedInputStream;U;Unsafe;TRUE;TRUE;FALSE;private;immutable type
jdk.internal.module.ModuleReferenceImpl;location;URI;FALSE;TRUE;FALSE;private;
java.lang.module.ModuleReference;location;URI;FALSE;TRUE;FALSE;private;
jdk.internal.loader.BuiltinClassLoader;next;URL;FALSE;FALSE;FALSE;package;
jdk.internal.loader.URLClassPath;url;URL;FALSE;FALSE;FALSE;private;
java.security.CodeSource;location;URL;FALSE;TRUE;FALSE;private;
jdk.internal.module.ModulePatcher;delegateCodeSourceURL;URL;FALSE;TRUE;FALSE;private;
jdk.internal.loader.BuiltinClassLoader;ucp;URLClassPath;FALSE;TRUE;FALSE;private;
java.net.URL;tempState;UrlDeserializedState;FALSE;FALSE;FALSE;private;
jdk.internal.loader.URLClassPath;jarHandler;URLStreamHandler;FALSE;TRUE;FALSE;private;
java.net.URL;handler;URLStreamHandler;FALSE;FALSE;FALSE;package;
java.net.URL;factory;URLStreamHandlerFactory;TRUE;FALSE;FALSE;private;
java.net.URL;defaultFactory;URLStreamHandlerFactory;TRUE;TRUE;FALSE;private;
java.net.URL;next;URLStreamHandlerProvider;FALSE;FALSE;FALSE;package;
sun.nio.cs.US_ASCII;INSTANCE;US_ASCII;TRUE;TRUE;FALSE;public;immutable type
sun.nio.cs.UTF_8;INSTANCE;UTF_8;TRUE;TRUE;FALSE;public;immutable type
java.util.concurrent.ConcurrentHashMap;value;V;FALSE;TRUE;FALSE;private;
java.util.AbstractMap;value;V;FALSE;TRUE;FALSE;private;
java.util.AbstractMap;value;V;FALSE;FALSE;FALSE;private;
java.util.concurrent.ConcurrentHashMap;values;ValuesView<K,V>;FALSE;FALSE;FALSE;private;
java.lang.invoke.VarHandle;vform;VarForm;FALSE;TRUE;FALSE;package;
java.lang.ClassLoader;classes;Vector<Class<?>>;FALSE;TRUE;FALSE;private;
java.lang.Runtime;version;Version;TRUE;FALSE;FALSE;private;
java.lang.module.ModuleDescriptor;compiledVersion;Version;FALSE;TRUE;FALSE;private;
java.lang.module.ModuleDescriptor;version;Version;FALSE;TRUE;FALSE;private;
java.lang.module.ModuleDescriptor;version;Version;FALSE;FALSE;FALSE;package;
java.lang.Package;versionInfo;VersionInfo;FALSE;TRUE;FALSE;private;
jdk.internal.ref.WeakCleanable;next;WeakCleanable<?>;FALSE;FALSE;FALSE;package;
jdk.internal.ref.WeakCleanable;prev;WeakCleanable<?>;FALSE;FALSE;FALSE;package;
jdk.internal.ref.CleanerImpl;weakCleanableList;WeakCleanable<?>;FALSE;TRUE;FALSE;package;
jdk.internal.ref.WeakCleanable;list;WeakCleanable<?>;FALSE;TRUE;FALSE;private;
java.nio.charset.CharsetEncoder;cachedDecoder;WeakReference<CharsetDecoder>;FALSE;FALSE;FALSE;private;
sun.nio.cs.StreamEncoder;ch;WritableByteChannel;FALSE;FALSE;FALSE;private;
java.io.BufferedWriter;out;Writer;FALSE;FALSE;FALSE;private;
