Owner;Name;Type;Final;Mutability;Array;Access
java.nio.channels.FileLockInterruptionException;serialVersionUID;long;true;immutable;false;private
java.io.Writer;WRITE_BUFFER_SIZE;int;true;immutable;false;private
java.net.URI;L_SCHEME;long;true;immutable;false;private
java.nio.HeapByteBuffer;ARRAY_INDEX_SCALE;long;true;immutable;false;private
java.util.concurrent.ConcurrentHashMap;HASH_BITS;int;true;immutable;false;package
sun.nio.cs.GB18030;innerDecoderIndex2;java.lang.String;true;immutable;false;private
java.util.Hashtable;ENTRIES;int;true;immutable;false;private
sun.nio.ch.SourceChannelImpl;ST_KILLED;int;true;immutable;false;private
java.util.concurrent.ConcurrentHashMap;ASHIFT;int;true;immutable;false;private
java.nio.Buffer;$assertionsDisabled;boolean;true;immutable;false;package
java.lang.Character;DIRECTIONALITY_RIGHT_TO_LEFT_EMBEDDING;byte;true;immutable;false;public
sun.nio.cs.ISO_8859_3;b2cTable;java.lang.String;true;immutable;false;private
java.lang.LinkageError;serialVersionUID;long;true;immutable;false;private
java.util.concurrent.ArrayBlockingQueue$Itr;DETACHED;int;true;immutable;false;private
java.nio.channels.InterruptedByTimeoutException;serialVersionUID;long;true;immutable;false;private
sun.nio.cs.MS1252;b2cTable;java.lang.String;true;immutable;false;private
jdk.internal.misc.Unsafe;ARRAY_OBJECT_BASE_OFFSET;int;true;immutable;false;public
sun.nio.cs.GB18030;GB18030_FOUR_BYTE;int;true;immutable;false;private
java.lang.Long;MIN_VALUE;long;true;immutable;false;public
java.net.URI;H_UNRESERVED;long;true;immutable;false;private
java.nio.ByteBufferAsCharBufferRL;$assertionsDisabled;boolean;true;immutable;false;package
java.lang.Character;UNASSIGNED;byte;true;immutable;false;public
java.lang.invoke.DirectMethodHandle;FT_LIMIT;int;true;immutable;false;package
sun.nio.cs.GB18030;innerEncoderIndex1;java.lang.String;true;immutable;false;private
java.lang.Character;DIRECTIONALITY_OTHER_NEUTRALS;byte;true;immutable;false;public
java.nio.DirectCharBufferU;UNALIGNED;boolean;true;immutable;false;package
java.lang.invoke.MethodTypeForm;LF_GEN_INVOKER;int;true;immutable;false;package
java.lang.NoClassDefFoundError;serialVersionUID;long;true;immutable;false;private
java.lang.invoke.MethodTypeForm;$assertionsDisabled;boolean;true;immutable;false;package
java.lang.invoke.Invokers;NF_getCallSiteTarget;byte;true;immutable;false;private
java.lang.Character;ENCLOSING_MARK;byte;true;immutable;false;public
java.lang.invoke.DirectMethodHandle;AF_GETSTATIC_INIT;byte;true;immutable;false;package
java.io.ObjectOutputStream$BlockDataOutputStream;CHAR_BUF_SIZE;int;true;immutable;false;private
java.lang.Float;POSITIVE_INFINITY;float;true;immutable;false;public
java.lang.Float;MIN_NORMAL;float;true;immutable;false;public
jdk.internal.misc.Unsafe;ARRAY_BYTE_BASE_OFFSET;int;true;immutable;false;public
java.lang.Integer;SIZE;int;true;immutable;false;public
java.util.TimerTask;VIRGIN;int;true;immutable;false;package
java.net.URL;serialVersionUID;long;true;immutable;false;package
java.lang.Character;LOWERCASE_LETTER;byte;true;immutable;false;public
java.lang.invoke.MethodTypeForm;MH_LIMIT;int;true;immutable;false;package
java.util.concurrent.ConcurrentHashMap;MOVED;int;true;immutable;false;package
java.lang.Float;MAX_EXPONENT;int;true;immutable;false;public
java.lang.Thread;NORM_PRIORITY;int;true;immutable;false;public
java.lang.Character;TITLECASE_LETTER;byte;true;immutable;false;public
java.lang.invoke.MethodType;MAX_JVM_ARITY;int;true;immutable;false;package
java.lang.Character;DIRECTIONALITY_UNDEFINED;byte;true;immutable;false;public
java.lang.Character;OTHER_SYMBOL;byte;true;immutable;false;public
java.util.concurrent.FutureTask;COMPLETING;int;true;immutable;false;private
java.io.EOFException;serialVersionUID;long;true;immutable;false;private
java.nio.channels.IllegalSelectorException;serialVersionUID;long;true;immutable;false;private
java.lang.invoke.MemberName;IS_METHOD;int;true;immutable;false;package
jdk.internal.misc.Unsafe;ARRAY_SHORT_INDEX_SCALE;int;true;immutable;false;public
java.net.InetAddress;IPv6;int;true;immutable;false;package
java.lang.invoke.DirectMethodHandle;NF_internalMemberName;byte;true;immutable;false;package
java.lang.invoke.MethodTypeForm;NO_CHANGE;int;true;immutable;false;package
jdk.internal.misc.Unsafe;ARRAY_FLOAT_BASE_OFFSET;int;true;immutable;false;public
java.util.Arrays$ArrayList;serialVersionUID;long;true;immutable;false;private
java.lang.Byte;MAX_VALUE;byte;true;immutable;false;public
java.lang.Double;MAX_VALUE;double;true;immutable;false;public
java.lang.invoke.MethodTypeForm;LF_REBIND;int;true;immutable;false;package
java.util.LinkedList;serialVersionUID;long;true;immutable;false;private
java.lang.invoke.Invokers;NF_checkGenericType;byte;true;immutable;false;private
java.net.URI;H_SCHEME;long;true;immutable;false;private
java.lang.ref.ReferenceQueue;$assertionsDisabled;boolean;true;immutable;false;package
java.lang.invoke.MethodTypeForm;LF_CS_LINKER;int;true;immutable;false;package
jdk.internal.misc.Unsafe;INVALID_FIELD_OFFSET;int;true;immutable;false;public
jdk.internal.misc.Unsafe;ARRAY_BOOLEAN_BASE_OFFSET;int;true;immutable;false;public
java.lang.Character;MIN_SURROGATE;char;true;immutable;false;public
