Owner;Name;Type;Final;Mutability;Array;Access
javax.net.ssl.SSLEngineResult$HandshakeStatus;$VALUES;javax.net.ssl.SSLEngineResult$HandshakeStatus[];true;mutable;true;private
com.sun.java.util.jar.pack.Instruction;BC_BRANCH;byte[][];true;mutable;true;private
java.text.SimpleDateFormat;PATTERN_INDEX_TO_DATE_FORMAT_FIELD_ID;java.text.DateFormat$Field[];true;mutable;true;private
java.lang.Throwable;UNASSIGNED_STACK;java.lang.StackTraceElement[];true;mutable;true;private
sun.security.x509.X500Name;DOMAIN_COMPONENT_DATA;int[];true;mutable;true;private
java.util.stream.Collector$Characteristics;$VALUES;java.util.stream.Collector$Characteristics[];true;mutable;true;private
sun.security.x509.AlgorithmId;sha1WithRSAEncryption_data;int[];true;mutable;true;private
sun.security.x509.AlgorithmId;shaWithDSA_OIW_data;int[];true;mutable;true;private
java.math.BigDecimal;FLOAT_10_POW;float[];true;mutable;true;private
sun.security.x509.AlgorithmId;DH_PKIX_data;int[];true;mutable;true;private
sun.security.ssl.SupportedGroupsExtension$NamedGroupType;$VALUES;sun.security.ssl.SupportedGroupsExtension$NamedGroupType[];true;mutable;true;private
sun.security.x509.ExtendedKeyUsageExtension;anyExtendedKeyUsageOidData;int[];true;mutable;true;private
java.security.UnresolvedPermission;PARAMS1;java.lang.Class<?>[];true;mutable;true;private
java.lang.invoke.ClassSpecializer;E_THROWABLE;java.lang.String[];true;mutable;true;private
sun.security.ssl.SSLHandshake;$VALUES;sun.security.ssl.SSLHandshake[];true;mutable;true;private
java.util.Date;wtb;java.lang.String[];true;mutable;true;private
sun.security.util.Resources_zh_CN;contents;java.lang.Object[][];true;mutable;true;private
sun.security.x509.AlgorithmId;dsaWithSHA1_PKIX_data;int[];true;mutable;true;private
java.lang.invoke.LambdaForm$BasicType;ALL_TYPES;java.lang.invoke.LambdaForm$BasicType[];true;mutable;true;package
sun.nio.cs.MS1258;b2c;char[];true;mutable;true;private
java.math.BigDecimal;LONG_TEN_POWERS_TABLE;long[];true;mutable;true;private
sun.security.x509.X500Name;orgName_data;int[];true;mutable;true;private
java.lang.StringBuffer;serialPersistentFields;java.io.ObjectStreamField[];true;mutable;true;private
sun.util.calendar.LocalGregorianCalendar;JAPANESE_ERAS;sun.util.calendar.Era[];true;mutable;true;private
java.lang.System$Logger$Level;$VALUES;java.lang.System$Logger$Level[];true;mutable;true;private
java.lang.invoke.Invokers;NFS;java.lang.invoke.LambdaForm$NamedFunction[];true;mutable;true;private
sun.security.provider.certpath.OCSP$RevocationStatus$CertStatus;$VALUES;sun.security.provider.certpath.OCSP$RevocationStatus$CertStatus[];true;mutable;true;private
sun.security.util.ManifestEntryVerifier;hexc;char[];true;mutable;true;private
java.io.ObjectInputFilter$Status;$VALUES;java.io.ObjectInputFilter$Status[];true;mutable;true;private
java.util.stream.MatchOps$MatchKind;$VALUES;java.util.stream.MatchOps$MatchKind[];true;mutable;true;private
sun.nio.cs.Johab;b2c;char[][];false;mutable;true;package
sun.security.x509.X500Name;SERIALNUMBER_DATA;int[];true;mutable;true;private
java.math.BigDecimal;THRESHOLDS_TABLE;long[];true;mutable;true;private
sun.nio.cs.KOI8_R;c2bIndex;char[];true;mutable;true;private
sun.nio.cs.IBM874;b2c;char[];true;mutable;true;private
java.lang.Integer;digits;char[];true;mutable;true;package
sun.security.ssl.OutputRecord;V3toV2CipherMap3;int[];true;mutable;true;private
com.sun.java.util.jar.pack.BandStructure;shortCodeLimits;int[][];true;mutable;true;private
sun.nio.cs.MS1254;c2b;char[];true;mutable;true;private
sun.security.x509.AlgorithmId;md5WithRSAEncryption_data;int[];true;mutable;true;private
java.lang.invoke.LambdaForm$BasicType;ARG_TYPES;java.lang.invoke.LambdaForm$BasicType[];true;mutable;true;package
javax.net.ssl.SSLEngineResult$Status;$VALUES;javax.net.ssl.SSLEngineResult$Status[];true;mutable;true;private
java.util.Locale;isoCountries;java.lang.String[];false;mutable;true;private
com.sun.java.util.jar.pack.Instruction;BC_CON;byte[][];true;mutable;true;private
sun.security.x509.ExtendedKeyUsageExtension;timeStampingOidData;int[];true;mutable;true;private
sun.net.www.protocol.http.HttpURLConnection$TunnelState;$VALUES;sun.net.www.protocol.http.HttpURLConnection$TunnelState[];true;mutable;true;private
sun.security.provider.PolicyFile;PARAMS2;java.lang.Class<?>[];true;mutable;true;private
java.lang.module.ModuleDescriptor$Modifier;$VALUES;java.lang.module.ModuleDescriptor$Modifier[];true;mutable;true;private
sun.security.x509.X500Name;localityName_data;int[];true;mutable;true;private
sun.nio.cs.GBK;c2bIndex;char[];false;mutable;true;package
