Owner;Name;Type
java.lang.invoke.DirectMethodHandle;AF_PUTSTATIC_INIT;byte
java.time.chrono.IsoChronology;DAYS_0000_TO_1970;long
java.lang.invoke.VarHandle$AccessMode;GET_AND_ADD_ACQUIRE;java.lang.invoke.VarHandle$AccessMode
java.util.Hashtable;KEYS;int
java.time.Instant;MAX_SECOND;long
java.time.chrono.IsoEra;CE;java.time.chrono.IsoEra
java.net.URI;H_DASH;long
java.lang.reflect.Member;PUBLIC;int
java.lang.invoke.DirectMethodHandle;AF_PUTFIELD;byte
java.lang.SecurityException;serialVersionUID;long
java.net.URI;L_SERVER_PERCENT;long
java.io.ObjectStreamException;serialVersionUID;long
java.lang.invoke.LambdaForm$Kind;GET_BOOLEAN;java.lang.invoke.LambdaForm$Kind
java.lang.Character;MAX_CODE_POINT;int
java.lang.invoke.DirectMethodHandle;NF_LIMIT;byte
java.lang.invoke.ClassSpecializer;MH;java.lang.String
java.lang.Character;DIRECTIONALITY_RIGHT_TO_LEFT_ISOLATE;byte
java.lang.Double;MAX_EXPONENT;int
java.time.temporal.ChronoField;MINUTE_OF_HOUR;java.time.temporal.ChronoField
java.lang.Character;DIRECTIONALITY_PARAGRAPH_SEPARATOR;byte
java.lang.Character;DIRECTIONALITY_EUROPEAN_NUMBER_TERMINATOR;byte
java.lang.invoke.VarHandle$AccessMode;GET_VOLATILE;java.lang.invoke.VarHandle$AccessMode
java.lang.Character;START_PUNCTUATION;byte
java.lang.invoke.VarHandle$AccessMode;GET_AND_SET_RELEASE;java.lang.invoke.VarHandle$AccessMode
java.lang.invoke.MemberName;IS_INVOCABLE;int
java.time.temporal.ChronoField;ALIGNED_WEEK_OF_YEAR;java.time.temporal.ChronoField
java.nio.file.attribute.FileTime;SECONDS_PER_10000_YEARS;long
java.util.jar.JarFile;MANIFEST_NAME;java.lang.String
java.net.InetAddress;PREFER_IPV6_VALUE;int
java.net.URL;protocolPathProp;java.lang.String
java.util.Random;serialVersionUID;long
java.net.HttpCookie;SET_COOKIE2;java.lang.String
java.util.Locale;DISPLAY_VARIANT;int
java.nio.Buffer;$assertionsDisabled;boolean
java.math.BigInteger;TOOM_COOK_THRESHOLD;int
java.lang.invoke.MemberName;RECOGNIZED_MODIFIERS;int
java.lang.Short;SIZE;int
java.lang.invoke.DirectMethodHandle;FT_LAST_WRAPPER;int
java.math.BigInteger;MULTIPLY_SQUARE_THRESHOLD;int
java.lang.Thread$State;WAITING;java.lang.Thread$State
java.util.Random;DOUBLE_UNIT;double
java.lang.invoke.VarHandle;VFORM_OFFSET;long
java.util.concurrent.ConcurrentHashMap;NCPU;int
java.nio.charset.CharsetDecoder;ST_END;int
java.time.temporal.ChronoField;MICRO_OF_SECOND;java.time.temporal.ChronoField
java.lang.Float;MIN_EXPONENT;int
java.lang.Long;MAX_VALUE;long
java.lang.invoke.MethodTypeForm;ERASE;int
java.nio.charset.CharsetEncoder;ST_CODING;int
java.lang.invoke.MethodTypeForm;LF_REBIND;int
java.lang.invoke.LambdaForm$Kind;DIRECT_INVOKE_SPECIAL;java.lang.invoke.LambdaForm$Kind
java.net.URI;L_ESCAPED;long
java.lang.invoke.LambdaForm$BasicType;F_TYPE_NUM;byte
java.lang.Character;BYTES;int
jdk.internal.misc.Unsafe;ARRAY_OBJECT_BASE_OFFSET;int
java.lang.invoke.VarHandle$AccessMode;GET_AND_BITWISE_AND;java.lang.invoke.VarHandle$AccessMode
java.security.NoSuchAlgorithmException;serialVersionUID;long
java.lang.Byte;SIZE;int
java.time.Month;SEPTEMBER;java.time.Month
java.nio.charset.CharsetDecoder;ST_FLUSHED;int
java.lang.Character;TITLECASE_LETTER;byte
java.util.zip.ZipEntry;STORED;int
java.time.DayOfWeek;WEDNESDAY;java.time.DayOfWeek
java.lang.invoke.LambdaForm$Kind;GET_SHORT;java.lang.invoke.LambdaForm$Kind
java.lang.invoke.MethodTypeForm;LF_NEWINVSPECIAL;int
java.lang.invoke.DirectMethodHandle;NF_fieldOffset;byte
java.lang.invoke.LambdaForm$Kind;PUT_LONG_VOLATILE;java.lang.invoke.LambdaForm$Kind
java.lang.invoke.ClassSpecializer;$assertionsDisabled;boolean
java.security.SecureRandom;skipDebug;boolean
java.lang.Character;DIRECTIONALITY_POP_DIRECTIONAL_ISOLATE;byte
java.lang.Character;FINAL_QUOTE_PUNCTUATION;byte
java.util.concurrent.ConcurrentHashMap;UNTREEIFY_THRESHOLD;int
javax.crypto.Cipher;PUBLIC_KEY;int
java.util.Spliterator;DISTINCT;int
java.lang.NoSuchFieldException;serialVersionUID;long
java.lang.AbstractStringBuilder;MAX_ARRAY_SIZE;int
java.time.temporal.ChronoUnit;WEEKS;java.time.temporal.ChronoUnit
java.time.temporal.ChronoField;CLOCK_HOUR_OF_DAY;java.time.temporal.ChronoField
java.util.ResourceBundle;$assertionsDisabled;boolean
java.util.Random;mask;long
javax.crypto.Cipher;UNWRAP_MODE;int
java.lang.invoke.LambdaForm$Kind;GENERIC_INVOKER;java.lang.invoke.LambdaForm$Kind
java.lang.invoke.LambdaForm$Kind;GET_BYTE_VOLATILE;java.lang.invoke.LambdaForm$Kind
java.lang.invoke.MethodType;$assertionsDisabled;boolean
java.util.zip.ZipEntry;DOSTIME_BEFORE_1980;long
java.nio.file.attribute.FileTime;SECONDS_0000_TO_1970;long
java.lang.StackTraceElement;serialVersionUID;long
java.lang.invoke.BoundMethodHandle$Specializer;$assertionsDisabled;boolean
java.net.InetAddress;FIELDS_OFFSET;long
java.net.SocketException;serialVersionUID;long
java.util.Locale;DISPLAY_COUNTRY;int
java.security.InvalidAlgorithmParameterException;serialVersionUID;long
javax.crypto.Cipher;I_PARAMS;int
sun.invoke.util.Wrapper;LONG;sun.invoke.util.Wrapper
java.time.LocalTime;NANOS_PER_MINUTE;long
java.lang.RuntimeException;serialVersionUID;long
java.lang.invoke.LambdaFormEditor;MIN_CACHE_ARRAY_SIZE;int
java.util.TimeZone;LONG;int
java.util.concurrent.TimeUnit;DAYS;java.util.concurrent.TimeUnit
java.util.Locale$Category;FORMAT;java.util.Locale$Category
java.time.DayOfWeek;TUESDAY;java.time.DayOfWeek
java.util.TimeZone;serialVersionUID;long
java.net.URI;L_PATH;long
sun.util.locale.BaseLocale;SEP;java.lang.String
java.net.URI;L_DIGIT;long
java.lang.invoke.LambdaForm$Kind;DIRECT_INVOKE_STATIC_INIT;java.lang.invoke.LambdaForm$Kind
java.lang.invoke.VarHandle$AccessMode;WEAK_COMPARE_AND_SET_PLAIN;java.lang.invoke.VarHandle$AccessMode
java.lang.invoke.VarHandle$AccessMode;GET_AND_ADD_RELEASE;java.lang.invoke.VarHandle$AccessMode
java.time.format.ResolverStyle;LENIENT;java.time.format.ResolverStyle
java.net.URI;L_UNRESERVED;long
java.io.Writer;WRITE_BUFFER_SIZE;int
java.net.URI;H_PATH;long
java.io.InvalidObjectException;serialVersionUID;long
java.lang.Float;MAX_VALUE;float
java.io.RandomAccessFile;O_DSYNC;int
java.lang.Character;DIRECTIONALITY_LEFT_TO_RIGHT_ISOLATE;byte
java.lang.invoke.DirectMethodHandle;AF_GETFIELD;byte
java.util.jar.JarFile;META_INF_VERSIONS;java.lang.String
java.math.BigInteger;serialVersionUID;long
java.lang.Character;LOWERCASE_LETTER;byte
java.time.zone.ZoneOffsetTransitionRule$TimeDefinition;UTC;java.time.zone.ZoneOffsetTransitionRule$TimeDefinition
java.lang.invoke.LambdaForm$Kind;DIRECT_INVOKE_SPECIAL_IFC;java.lang.invoke.LambdaForm$Kind
java.lang.CloneNotSupportedException;serialVersionUID;long
sun.invoke.util.Wrapper;SHORT;sun.invoke.util.Wrapper
java.lang.invoke.MethodTypeForm;LF_LOOP;int
java.time.LocalDate;serialVersionUID;long
java.net.URI;L_RESERVED;long
java.nio.file.attribute.FileTime;SECONDS_PER_HOUR;long
java.util.Locale;UNICODE_LOCALE_EXTENSION;char
java.net.URI;H_UNRESERVED;long
java.lang.Character;OTHER_LETTER;byte
java.lang.NoSuchMethodException;serialVersionUID;long
java.lang.invoke.LambdaForm$BasicType;L_TYPE;java.lang.invoke.LambdaForm$BasicType
java.util.concurrent.ConcurrentHashMap;MAXIMUM_CAPACITY;int
java.math.BigInteger;KARATSUBA_SQUARE_THRESHOLD;int
java.lang.Character;MIN_SUPPLEMENTARY_CODE_POINT;int
