Owner;Name;Type;Final;Mutability;Array;Access
java.security.spec.NamedParameterSpec;X448;java.security.spec.NamedParameterSpec;true;unknown;false;public
java.nio.charset.CodingErrorAction;REPLACE;java.nio.charset.CodingErrorAction;true;unknown;false;public
jdk.internal.reflect.ConstantPool$Tag;LONG;jdk.internal.reflect.ConstantPool$Tag;true;unknown;false;public
sun.nio.cs.ISO_8859_1;INSTANCE;sun.nio.cs.ISO_8859_1;true;unknown;false;public
java.security.CryptoPrimitive;BLOCK_CIPHER;java.security.CryptoPrimitive;true;unknown;false;public
sun.net.www.protocol.http.HttpURLConnection$TunnelState;NONE;sun.net.www.protocol.http.HttpURLConnection$TunnelState;true;unknown;false;public
sun.security.x509.X500Name;DOMAIN_COMPONENT_OID;sun.security.util.ObjectIdentifier;true;unknown;false;public
sun.net.ftp.FtpReplyCode;SYSTEM_STATUS;sun.net.ftp.FtpReplyCode;true;unknown;false;public
java.lang.module.ModuleDescriptor$Opens$Modifier;SYNTHETIC;java.lang.module.ModuleDescriptor$Opens$Modifier;true;unknown;false;public
java.time.OffsetDateTime;MAX;java.time.OffsetDateTime;true;unknown;false;public
java.security.cert.CRLReason;CA_COMPROMISE;java.security.cert.CRLReason;true;unknown;false;public
sun.net.ftp.FtpReplyCode;PROTECTED_REPLY;sun.net.ftp.FtpReplyCode;true;unknown;false;public
sun.security.x509.AlgorithmId;pbeWithMD5AndDES_oid;sun.security.util.ObjectIdentifier;true;unknown;false;public
sun.net.ftp.FtpReplyCode;NEED_ACCOUNT;sun.net.ftp.FtpReplyCode;true;unknown;false;public
jdk.internal.reflect.ConstantPool$Tag;STRING;jdk.internal.reflect.ConstantPool$Tag;true;unknown;false;public
java.nio.charset.CodingErrorAction;IGNORE;java.nio.charset.CodingErrorAction;true;unknown;false;public
sun.net.ProgressSource$State;CONNECTED;sun.net.ProgressSource$State;true;unknown;false;public
sun.security.x509.AlgorithmId;MD2_oid;sun.security.util.ObjectIdentifier;true;unknown;false;public
java.text.AttributedCharacterIterator$Attribute;INPUT_METHOD_SEGMENT;java.text.AttributedCharacterIterator$Attribute;true;unknown;false;public
java.util.stream.Collector$Characteristics;UNORDERED;java.util.stream.Collector$Characteristics;true;unknown;false;public
java.lang.invoke.VarHandle$AccessMode;WEAK_COMPARE_AND_SET_RELEASE;java.lang.invoke.VarHandle$AccessMode;true;unknown;false;public
java.lang.invoke.VarHandle$AccessMode;GET_AND_BITWISE_OR_RELEASE;java.lang.invoke.VarHandle$AccessMode;true;unknown;false;public
java.time.Month;APRIL;java.time.Month;true;unknown;false;public
jdk.internal.org.objectweb.asm.tree.analysis.BasicValue;UNINITIALIZED_VALUE;jdk.internal.org.objectweb.asm.tree.analysis.BasicValue;true;unknown;false;public
java.nio.file.attribute.PosixFilePermission;OWNER_READ;java.nio.file.attribute.PosixFilePermission;true;unknown;false;public
java.lang.invoke.VarHandle$AccessMode;GET_AND_BITWISE_XOR;java.lang.invoke.VarHandle$AccessMode;true;unknown;false;public
java.security.cert.CRLReason;PRIVILEGE_WITHDRAWN;java.security.cert.CRLReason;true;unknown;false;public
java.time.temporal.ChronoUnit;NANOS;java.time.temporal.ChronoUnit;true;unknown;false;public
java.lang.Void;TYPE;java.lang.Class<java.lang.Void>;true;unknown;false;public
java.time.DayOfWeek;TUESDAY;java.time.DayOfWeek;true;unknown;false;public
java.io.ObjectInputFilter$Status;REJECTED;java.io.ObjectInputFilter$Status;true;unknown;false;public
java.time.temporal.ChronoField;DAY_OF_MONTH;java.time.temporal.ChronoField;true;unknown;false;public
sun.security.pkcs.PKCS8Key;version;java.math.BigInteger;true;unknown;false;public
java.math.MathContext;DECIMAL64;java.math.MathContext;true;unknown;false;public
java.nio.ByteOrder;LITTLE_ENDIAN;java.nio.ByteOrder;true;unknown;false;public
java.util.Locale;JAPANESE;java.util.Locale;true;unknown;false;public
sun.net.ftp.FtpReplyCode;NEED_MORE_ADAT;sun.net.ftp.FtpReplyCode;true;unknown;false;public
java.util.Locale;JAPAN;java.util.Locale;true;unknown;false;public
java.util.Locale$Category;FORMAT;java.util.Locale$Category;true;unknown;false;public
sun.net.ftp.FtpReplyCode;PATHNAME_CREATED;sun.net.ftp.FtpReplyCode;true;unknown;false;public
java.time.temporal.ChronoUnit;MILLIS;java.time.temporal.ChronoUnit;true;unknown;false;public
java.net.CookiePolicy;ACCEPT_ORIGINAL_SERVER;java.net.CookiePolicy;true;unknown;false;public
java.nio.ByteOrder;BIG_ENDIAN;java.nio.ByteOrder;true;unknown;false;public
java.net.StandardProtocolFamily;INET;java.net.StandardProtocolFamily;true;unknown;false;public
java.util.jar.Attributes$Name;EXTENSION_INSTALLATION;java.util.jar.Attributes$Name;true;unknown;false;public
sun.net.ftp.FtpReplyCode;RESTART_MARKER;sun.net.ftp.FtpReplyCode;true;unknown;false;public
javax.net.ssl.SSLEngineResult$HandshakeStatus;NEED_UNWRAP_AGAIN;javax.net.ssl.SSLEngineResult$HandshakeStatus;true;unknown;false;public
java.io.ObjectInputFilter$Status;UNDECIDED;java.io.ObjectInputFilter$Status;true;unknown;false;public
java.lang.Thread$State;TIMED_WAITING;java.lang.Thread$State;true;unknown;false;public
java.time.LocalTime;NOON;java.time.LocalTime;true;unknown;false;public
sun.net.ProgressSource$State;UPDATE;sun.net.ProgressSource$State;true;unknown;false;public
java.nio.charset.CoderResult;UNDERFLOW;java.nio.charset.CoderResult;true;unknown;false;public
java.math.RoundingMode;HALF_UP;java.math.RoundingMode;true;unknown;false;public
java.text.DateFormat$Field;DAY_OF_MONTH;java.text.DateFormat$Field;true;unknown;false;public
java.nio.charset.CoderResult;OVERFLOW;java.nio.charset.CoderResult;true;unknown;false;public
java.time.temporal.ChronoUnit;ERAS;java.time.temporal.ChronoUnit;true;unknown;false;public
java.time.temporal.ChronoField;YEAR_OF_ERA;java.time.temporal.ChronoField;true;unknown;false;public
sun.net.ftp.FtpReplyCode;UNSUPPORTED_PROT_LEVEL;sun.net.ftp.FtpReplyCode;true;unknown;false;public
java.lang.System;err;java.io.PrintStream;true;unknown;false;public
java.security.CryptoPrimitive;KEY_ENCAPSULATION;java.security.CryptoPrimitive;true;unknown;false;public
java.lang.Thread$State;RUNNABLE;java.lang.Thread$State;true;unknown;false;public
java.nio.channels.FileChannel$MapMode;READ_WRITE;java.nio.channels.FileChannel$MapMode;true;unknown;false;public
java.time.DayOfWeek;MONDAY;java.time.DayOfWeek;true;unknown;false;public
jdk.internal.org.objectweb.asm.Type;BYTE_TYPE;jdk.internal.org.objectweb.asm.Type;true;unknown;false;public
java.time.temporal.ChronoField;NANO_OF_SECOND;java.time.temporal.ChronoField;true;unknown;false;public
java.nio.file.attribute.PosixFilePermission;OTHERS_EXECUTE;java.nio.file.attribute.PosixFilePermission;true;unknown;false;public
sun.net.ftp.FtpDirEntry$Type;LINK;sun.net.ftp.FtpDirEntry$Type;true;unknown;false;public
java.lang.Boolean;TYPE;java.lang.Class<java.lang.Boolean>;true;unknown;false;public
java.lang.invoke.VarHandle$AccessMode;GET_AND_BITWISE_XOR_ACQUIRE;java.lang.invoke.VarHandle$AccessMode;true;unknown;false;public
java.util.jar.Attributes$Name;SIGNATURE_VERSION;java.util.jar.Attributes$Name;true;unknown;false;public
sun.security.provider.certpath.OCSPResponse$ResponseStatus;TRY_LATER;sun.security.provider.certpath.OCSPResponse$ResponseStatus;true;unknown;false;public
java.net.Proxy;NO_PROXY;java.net.Proxy;true;unknown;false;public
sun.net.ftp.FtpDirEntry$Type;CDIR;sun.net.ftp.FtpDirEntry$Type;true;unknown;false;public
java.util.jar.Attributes$Name;CLASS_PATH;java.util.jar.Attributes$Name;true;unknown;false;public
java.lang.module.ModuleDescriptor$Requires$Modifier;TRANSITIVE;java.lang.module.ModuleDescriptor$Requires$Modifier;true;unknown;false;public
sun.security.x509.NetscapeCertTypeExtension;NetscapeCertType_Id;sun.security.util.ObjectIdentifier;false;unknown;false;public
sun.net.ftp.FtpReplyCode;SECURITY_EXCHANGE_COMPLETE;sun.net.ftp.FtpReplyCode;true;unknown;false;public
java.time.Month;NOVEMBER;java.time.Month;true;unknown;false;public
java.util.jar.Attributes$Name;EXTENSION_NAME;java.util.jar.Attributes$Name;true;unknown;false;public
sun.net.www.protocol.http.HttpURLConnection$TunnelState;TUNNELING;sun.net.www.protocol.http.HttpURLConnection$TunnelState;true;unknown;false;public
sun.net.ftp.FtpReplyCode;CLOSING_DATA_CONNECTION;sun.net.ftp.FtpReplyCode;true;unknown;false;public
sun.security.x509.AlgorithmId;DSA_OIW_oid;sun.security.util.ObjectIdentifier;true;unknown;false;public
sun.net.ftp.FtpReplyCode;NEED_SECURITY_RESOURCE;sun.net.ftp.FtpReplyCode;true;unknown;false;public
sun.security.provider.certpath.OCSPResponse$ResponseStatus;SIG_REQUIRED;sun.security.provider.certpath.OCSPResponse$ResponseStatus;true;unknown;false;public
sun.net.ftp.FtpReplyCode;NOT_IMPLEMENTED;sun.net.ftp.FtpReplyCode;true;unknown;false;public
java.lang.invoke.VarHandle$AccessMode;GET_AND_SET_RELEASE;java.lang.invoke.VarHandle$AccessMode;true;unknown;false;public
