Owner;Name;Type
java.lang.StackWalker$ExtendedOption;LOCALS_AND_OPERANDS;java.lang.StackWalker$ExtendedOption
java.net.HttpCookie;GMT;java.util.TimeZone
java.lang.invoke.LambdaForm$Kind;PUT_FLOAT;java.lang.invoke.LambdaForm$Kind
java.lang.invoke.LambdaForm$Kind;PUT_LONG;java.lang.invoke.LambdaForm$Kind
java.lang.invoke.LambdaForm$Kind;ZERO;java.lang.invoke.LambdaForm$Kind
java.lang.invoke.MethodHandleImpl$Intrinsic;ARRAY_LOAD;java.lang.invoke.MethodHandleImpl$Intrinsic
java.lang.invoke.LambdaForm$Kind;GET_OBJECT;java.lang.invoke.LambdaForm$Kind
java.lang.StackStreamFactory$WalkerState;NEW;java.lang.StackStreamFactory$WalkerState
java.lang.invoke.LambdaForm$Kind;GET_DOUBLE_VOLATILE;java.lang.invoke.LambdaForm$Kind
java.lang.invoke.LambdaForm$Kind;PUT_DOUBLE_VOLATILE;java.lang.invoke.LambdaForm$Kind
java.lang.ref.ReferenceQueue;ENQUEUED;java.lang.ref.ReferenceQueue<java.lang.Object>
java.lang.invoke.LambdaForm$Kind;PUT_BOOLEAN_VOLATILE;java.lang.invoke.LambdaForm$Kind
java.lang.invoke.LambdaForm$Kind;GENERIC;java.lang.invoke.LambdaForm$Kind
java.lang.invoke.LambdaForm$Kind;PUT_SHORT_VOLATILE;java.lang.invoke.LambdaForm$Kind
java.lang.invoke.LambdaForm$BasicType;I_TYPE;java.lang.invoke.LambdaForm$BasicType
java.lang.invoke.LambdaForm$Kind;LOOP;java.lang.invoke.LambdaForm$Kind
java.lang.invoke.LambdaForm$Kind;DELEGATE;java.lang.invoke.LambdaForm$Kind
java.lang.invoke.LambdaForm$Kind;BOUND_REINVOKER;java.lang.invoke.LambdaForm$Kind
java.lang.invoke.LambdaForm$Kind;GUARD_WITH_CATCH;java.lang.invoke.LambdaForm$Kind
java.lang.invoke.LambdaForm$Kind;GET_SHORT_VOLATILE;java.lang.invoke.LambdaForm$Kind
java.lang.invoke.VarHandle$AccessType;SET;java.lang.invoke.VarHandle$AccessType
java.lang.StackStreamFactory$WalkerState;CLOSED;java.lang.StackStreamFactory$WalkerState
java.lang.invoke.LambdaForm$Kind;GET_FLOAT;java.lang.invoke.LambdaForm$Kind
java.lang.invoke.LambdaForm$Kind;PUT_BYTE;java.lang.invoke.LambdaForm$Kind
java.lang.ref.ReferenceQueue;NULL;java.lang.ref.ReferenceQueue<java.lang.Object>
java.lang.invoke.MethodHandleImpl$Intrinsic;NONE;java.lang.invoke.MethodHandleImpl$Intrinsic
java.lang.invoke.LambdaForm$Kind;GET_CHAR;java.lang.invoke.LambdaForm$Kind
java.lang.invoke.LambdaForm$Kind;PUT_INT_VOLATILE;java.lang.invoke.LambdaForm$Kind
java.lang.invoke.LambdaForm$Kind;GET_DOUBLE;java.lang.invoke.LambdaForm$Kind
java.lang.invoke.LambdaForm$Kind;GET_CHAR_VOLATILE;java.lang.invoke.LambdaForm$Kind
java.lang.invoke.MethodHandleImpl$Intrinsic;GUARD_WITH_CATCH;java.lang.invoke.MethodHandleImpl$Intrinsic
java.lang.invoke.LambdaForm$Kind;CONVERT;java.lang.invoke.LambdaForm$Kind
java.lang.invoke.VarHandle$AccessType;GET;java.lang.invoke.VarHandle$AccessType
java.lang.invoke.LambdaForm$Kind;VARHANDLE_LINKER;java.lang.invoke.LambdaForm$Kind
java.lang.invoke.LambdaForm$Kind;PUT_BOOLEAN;java.lang.invoke.LambdaForm$Kind
java.lang.invoke.LambdaForm$Kind;PUT_BYTE_VOLATILE;java.lang.invoke.LambdaForm$Kind
java.lang.invoke.LambdaForm$Kind;PUT_SHORT;java.lang.invoke.LambdaForm$Kind
java.lang.invoke.LambdaForm$Kind;GET_OBJECT_VOLATILE;java.lang.invoke.LambdaForm$Kind
java.lang.invoke.LambdaForm$Kind;PUT_CHAR_VOLATILE;java.lang.invoke.LambdaForm$Kind
java.lang.invoke.MethodHandleImpl$Intrinsic;NEW_ARRAY;java.lang.invoke.MethodHandleImpl$Intrinsic
java.lang.invoke.LambdaForm$BasicType;V_TYPE;java.lang.invoke.LambdaForm$BasicType
java.lang.invoke.LambdaForm$Kind;GET_FLOAT_VOLATILE;java.lang.invoke.LambdaForm$Kind
